Site Name,Field Name,Field Name Version,Block Name,Bed Number,Bed Length,1st Rotation Planting Name,1st Rotation Crop,1st Rotation Start Date,1st Rotation End Date,2nd Rotation Planting Name,2nd Rotation Crop,2nd Rotation Start Date,2nd Rotation End Date,3rd Rotation Planting Name,3rd Rotation Crop,3rd Rotation Start Date,3rd Rotation End Date,4th Rotation Planting Name,4th Rotation Crop,4th Rotation Start Date,4th Rotation End Date,5th Rotation Planting Name,5th Rotation Crop,5th Rotation Start Date,5th Rotation End Date,6th Rotation Planting Name,6th Rotation Crop,6th Rotation Start Date,6th Rotation End Date,7th Rotation Planting Name,7th Rotation Crop,7th Rotation Start Date,7th Rotation End Date,8th Rotation Planting Name,8th Rotation Crop,8th Rotation Start Date,8th Rotation End Date,9th Rotation Planting Name,9th Rotation Crop,9th Rotation Start Date,9th Rotation End Date
Ramim,Ra.3,,R3,29,,"Lettuce: Salad Mix, Salanova® Home Garden Mix, Full-Size",Lettuce: Salad Mix,07/12/2020,01/04/2021,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,29/04/2021,12/07/2021,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,21/07/2021,10/09/2021,"Beets, MIX עלי ביבי, Baby Leaf Greens",Beets,12/10/2021,14/02/2022,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R3,30,,"Lettuce, Romaine, hyd. ערבית - נהורה נטע, Full-Size",Lettuce,18/11/2020,23/03/2021,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,29/04/2021,12/07/2021,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,30/09/2021,16/12/2021,"Leeks, Alto",Leeks,02/11/2021,15/06/2022,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R3,31,,"Parsley Root, Hilmar",Parsley Root,13/08/2020,15/03/2021,"Onions: Scallions, Summer Time, Full-Size",Onions: Scallions,30/09/2020,01/02/2021,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,03/02/2021,27/04/2021,"Arugula, Arugula, Baby Leaf",Arugula,29/04/2021,17/06/2021,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,30/06/2021,08/09/2021,"Arugula, Arugula, Baby Leaf",Arugula,30/09/2021,17/12/2021,"Leeks, Alto",Leeks,02/11/2021,15/06/2022,,,,,,,,
Ramim,Ra.3,,R3,32,,"Cilantro, Santirini - נטע, Leaf",Cilantro,09/12/2020,18/03/2021,"Kale, Red Russian, Baby Leaf",Kale,29/04/2021,10/06/2021,"Mustard, Red Giant, Baby Leaf",Mustard,29/04/2021,11/06/2021,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,30/06/2021,08/09/2021,"Arugula, Arugula, Baby Leaf",Arugula,13/09/2021,25/11/2021,"Leeks, Alto",Leeks,02/11/2021,15/06/2022,,,,,,,,,,,,
Ramim,Ra.3,,R3,33,,"Lettuce, Iceberg, IceBerg - לימור, Full-Size",Lettuce,12/11/2020,01/02/2021,"Mustard, Red Giant, Baby Leaf",Mustard,03/02/2021,20/04/2021,"Mizuna, mix red&green, Baby Leaf",Mizuna,03/02/2021,26/04/2021,"Radishes, French Breakfast, Full-Size",Radishes,29/04/2021,13/06/2021,"Arugula, Arugula, Baby Leaf",Arugula,13/07/2021,09/09/2021,"Radishes, Daikon Long, Full-Size",Radishes,30/09/2021,03/01/2022,"Radishes, Daikon Long, Full-Size",Radishes,12/10/2021,01/01/2022,"Radishes, Nero Tondo, Full-Size",Radishes,19/10/2021,16/02/2022,"Radishes, Nero Tondo, Full-Size",Radishes,13/12/2021,11/02/2022
Ramim,Ra.3,,R3,34,,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,21/12/2020,17/03/2021,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,12/04/2021,09/07/2021,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,13/09/2021,22/11/2021,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,13/12/2021,22/02/2022,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R3,35,,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,21/12/2020,17/03/2021,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,12/04/2021,09/07/2021,"Arugula, Arugula, Baby Leaf",Arugula,01/09/2021,20/11/2021,"Arugula, Arugula, Baby Leaf",Arugula,13/12/2021,01/03/2022,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R3,36,,"Lettuce: Salad Mix, Salanova® Home Garden Mix, Full-Size",Lettuce: Salad Mix,07/10/2020,11/03/2021,"Mizuna, mix red&green, Baby Leaf",Mizuna,12/04/2021,31/05/2021,"Tatsoi, Tatsoi, Baby Leaf",Tatsoi,12/04/2021,24/05/2021,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,01/09/2021,18/11/2021,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.4,,Lo24,1,,"Garlic, Hardneck, שני - מהגינה, Bulb",Garlic,22/10/2020,25/03/2021,"Summer Squash, Patty Pan, Golden Patty Pan Organic",Summer Squash,03/03/2021,23/07/2021,"Cucumbers, Facus - פאקוס ירוק",Cucumbers,24/03/2021,08/07/2021,"Leeks, Alto",Leeks,30/11/2021,18/06/2022,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.4,,Lo24,2,,"Garlic, Hardneck, שני - מהגינה, Bulb",Garlic,22/10/2020,25/03/2021,"Cucumbers, Facus - פאקוס ירוק",Cucumbers,08/04/2021,15/07/2021,"Cabbage, פרוקטור, Full-Size",Cabbage,05/10/2021,28/05/2022,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.4,,Lo18,3,,"Broccoli, Heading, Partenon, Head",Broccoli,01/10/2020,15/02/2021,"Cabbage, Generic Variety, Full-Size",Cabbage,04/01/2021,23/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.4,,Lo18,4,,"Cabbage, Generic Variety, Full-Size",Cabbage,12/10/2020,26/04/2021,"Okra, Kandahar Pendi",Okra,18/03/2021,30/09/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.4,,Lo18,5,,"Lettuce, Iceberg, IceBerg - לימור, Full-Size",Lettuce,30/12/2020,26/04/2021,"Okra, Kandahar Pendi",Okra,18/03/2021,30/09/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.4,,Lo18,6,,"Cabbage, סגול חישתיל, Full-Size",Cabbage,10/09/2020,11/01/2021,"Kohlrabi, Konmar, Full-Size",Kohlrabi,13/01/2021,01/07/2021,"Jicama, Yucca",Jicama,02/02/2021,21/02/2022,"Hibiscus, Generic Variety",Hibiscus,13/04/2021,03/02/2022,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.4,,Lo12,7,,"Winter Squash, פרובנס",Winter Squash,28/02/2021,05/08/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.4,,Lo12,8,,"Winter Squash, פרובנס",Winter Squash,28/02/2021,05/08/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.4,,Lo12,9,,"Winter Squash, טריפולי",Winter Squash,28/02/2021,27/07/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,side,,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,side,,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,side,,200,3,,"Mint, Common Mint, Full-Size",Mint,09/04/2020,29/07/2021,"Thyme, Generic Variety, Full-Size",Thyme,25/05/2020,,"Lemon Verbena, Lemon Verbena",Lemon Verbena,01/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,side,,300,4,,"Mint, Doublemint, Full-Size",Mint,01/01/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zA,1,,"Kale, Lacinato (Dinosaur), Full-Size",Kale,12/01/2021,14/02/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zA,2,,"Kale, Lacinato (Dinosaur), Full-Size",Kale,12/01/2021,14/02/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zA,3,,"Kohlrabi, קרף - נטע, Full-Size",Kohlrabi,05/11/2020,24/02/2021,"Winter Squash, Lunga Di Napoli",Winter Squash,18/01/2021,02/08/2021,"Kohlrabi, Konmar, Full-Size",Kohlrabi,20/09/2021,23/01/2022,,,,,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zA,4,,"Fennel, Orion, Full-Size",Fennel,05/11/2020,23/02/2021,"Summer Squash, Specialty, יומנה",Summer Squash,28/02/2021,22/07/2021,"Kohlrabi, Konmar, Full-Size",Kohlrabi,20/09/2021,23/01/2022,,,,,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zA,5,,"Chard, Silverado, Full-Size",Chard,05/11/2020,23/02/2021,"Soybeans, סויה אלמוג, Fresh Shelling",Soybeans,28/02/2021,09/06/2021,"Fennel, Orion, Full-Size",Fennel,10/08/2021,29/03/2022,,,,,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zA,6,,"Lettuce, Bibb, מסולסלת מעורב, Full-Size",Lettuce,05/11/2020,15/02/2021,"Summer Squash, Specialty, ברכה",Summer Squash,28/02/2021,19/07/2021,"Fennel, Orion, Full-Size",Fennel,10/08/2021,29/03/2022,,,,,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zA,7,,"Lettuce, Romaine, hyd. ערבית - נהורה נטע, Full-Size",Lettuce,05/11/2020,23/02/2021,"Summer Squash, Specialty, ברכה",Summer Squash,28/02/2021,19/07/2021,"Broccoli, Raab & Broccolini, Cavolo Broccolo, Head",Broccoli,08/09/2021,01/03/2022,,,,,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zA,8,,"Pac Choi (Bok Choy), Generic Variety, Full-Size",Pac Choi (Bok Choy),18/10/2020,26/02/2021,"Soybeans, סויה אלמוג, Fresh Shelling",Soybeans,28/02/2021,09/06/2021,"Broccoli, Raab & Broccolini, Cavolo Broccolo, Head",Broccoli,08/09/2021,01/03/2022,,,,,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zA,9,,"Chard, Fordhook Giant, Full-Size",Chard,05/11/2020,23/02/2021,"Winter Squash, Red Kuri",Winter Squash,28/01/2021,13/06/2021,"Broccoli, Raab & Broccolini, Cavolo Broccolo, Head",Broccoli,08/09/2021,01/03/2022,,,,,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zA,10,,"Cauliflower, Veronica, Full-Size",Cauliflower,02/12/2020,19/02/2021,"Winter Squash, Red Kuri",Winter Squash,28/01/2021,13/06/2021,"Cabbage, פרוקטור, Full-Size",Cabbage,09/09/2021,28/03/2022,,,,,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zA,11,,"Cauliflower, Veronica, Full-Size",Cauliflower,02/12/2020,19/02/2021,"Winter Squash, Table Queen",Winter Squash,28/01/2021,07/06/2021,"Cabbage, בלאדי שטוח, Full-Size",Cabbage,19/10/2021,24/03/2022,,,,,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zA,12,,"Broccoli, Heading, Generic Variety, Head",Broccoli,01/01/2021,23/02/2021,"Winter Squash, Table Queen",Winter Squash,28/01/2021,07/06/2021,"Cabbage, ירוק, Full-Size",Cabbage,05/09/2021,04/01/2022,"Cabbage, פרוקטור, Full-Size",Cabbage,30/12/2021,13/06/2022,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zA,13,,"Broccoli, Heading, Generic Variety, Head",Broccoli,01/01/2021,23/02/2021,"Winter Squash, Gialla Quintale",Winter Squash,18/01/2021,02/08/2021,"Winter Squash, Autumn Frost",Winter Squash,18/01/2021,02/08/2021,"Cabbage, ירוק, Full-Size",Cabbage,05/09/2021,04/01/2022,"Cabbage, פרוקטור, Full-Size",Cabbage,30/12/2021,13/06/2022,,,,,,,,,,,,,,,,
zvika,Zvika,,zB,14,,"Broccoli, Heading, Marathon, Head",Broccoli,10/09/2020,22/02/2021,"Winter Squash, trombetta d'albenga",Winter Squash,18/01/2021,21/06/2021,"Winter Squash, כתר המלכה",Winter Squash,28/01/2021,15/06/2021,"Broccoli, Heading, Partenon, Head",Broccoli,05/09/2021,25/02/2022,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zB,15,,"Spinach, Regata ריגאטה, Full-Size",Spinach,22/10/2020,22/02/2021,"Winter Squash, אמורו",Winter Squash,24/02/2021,03/06/2021,"Broccoli, Heading, Partenon, Head",Broccoli,05/09/2021,25/02/2022,,,,,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zB,16,,"Spinach, Regata ריגאטה, Full-Size",Spinach,22/10/2020,22/02/2021,"Winter Squash, אמורו",Winter Squash,24/02/2021,03/06/2021,"Broccoli, Heading, Partenon, Head",Broccoli,05/09/2021,25/02/2022,,,,,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zB,17,,"Turmeric, Elad",Turmeric,17/07/2020,22/11/2021,"Cucumbers, Facus - פאקוס",Cucumbers,28/02/2021,17/06/2021,"Kohlrabi, קרף - נטע, Full-Size",Kohlrabi,07/10/2021,07/04/2022,,,,,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zB,18,,"Kale, גומן, Full-Size",Kale,14/09/2020,22/01/2021,"Peas, Snow, ורדה, Full-Size",Peas,02/12/2020,11/04/2021,"Beans: Bush & Pole, Bush, Speedy, Fresh",Beans: Bush & Pole,23/06/2021,04/10/2021,"Fennel, Orion, Full-Size",Fennel,05/10/2021,27/04/2022,"Kohlrabi, קרף - נטע, Full-Size",Kohlrabi,07/10/2021,07/04/2022,,,,,,,,,,,,,,,,
zvika,Zvika,,zB,19,,"Leeks, Alto",Leeks,08/06/2020,11/01/2021,"Cabbage, Generic Variety, Full-Size",Cabbage,09/12/2020,27/05/2021,"Jicama, Itay",Jicama,14/04/2021,09/12/2021,"Fennel, Orion, Full-Size",Fennel,05/10/2021,27/04/2022,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zB,20,,"Leeks, Alto",Leeks,19/08/2020,28/01/2021,"Beets, Chioggia Guardsmark, Full-Size Root",Beets,25/11/2020,11/05/2021,"Jicama, Itay",Jicama,14/04/2021,09/12/2021,"Beans: Bush & Pole, Bush, Speedy, Fresh",Beans: Bush & Pole,27/05/2021,21/08/2021,"Kohlrabi, קרף - נטע, Full-Size",Kohlrabi,01/12/2021,17/05/2022,,,,,,,,,,,,,,,,
zvika,Zvika,,zB,21,,"Leeks, Alto",Leeks,19/08/2020,28/01/2021,"Cucumbers, Facus - פאקוס",Cucumbers,28/02/2021,17/06/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zB,22,,"Lettuce, Romaine, 936 רומית, Full-Size",Lettuce,02/11/2020,11/02/2021,"Cucumbers, Facus - פאקוס",Cucumbers,28/02/2021,17/06/2021,"Fennel, Orion, Full-Size",Fennel,17/11/2021,18/05/2022,,,,,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zB,23,,"Cauliflower, Generic Variety, Full-Size",Cauliflower,31/08/2020,27/01/2021,"Celery, Gigante Dorato, Full-Size",Celery,30/12/2020,22/07/2021,"Radishes, French Breakfast, Full-Size",Radishes,31/12/2020,11/02/2021,"Leeks, Alto",Leeks,21/07/2021,14/05/2022,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zB,24,,"Peas, Snow, Taccola gigante, Full-Size",Peas,01/10/2020,08/02/2021,"Winter Squash, טריפולי",Winter Squash,28/02/2021,06/08/2021,"Leeks, Alto",Leeks,21/07/2021,14/05/2022,,,,,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zB,25,,"Peas, Snow, Taccola gigante, Full-Size",Peas,01/10/2020,08/02/2021,"Winter Squash, טריפולי",Winter Squash,28/02/2021,06/08/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
