Site Name,Field Name,Field Name Version,Block Name,Bed Number,Bed Length,1st Rotation Planting Name,1st Rotation Crop,1st Rotation Start Date,1st Rotation End Date,2nd Rotation Planting Name,2nd Rotation Crop,2nd Rotation Start Date,2nd Rotation End Date,3rd Rotation Planting Name,3rd Rotation Crop,3rd Rotation Start Date,3rd Rotation End Date,4th Rotation Planting Name,4th Rotation Crop,4th Rotation Start Date,4th Rotation End Date,5th Rotation Planting Name,5th Rotation Crop,5th Rotation Start Date,5th Rotation End Date,6th Rotation Planting Name,6th Rotation Crop,6th Rotation Start Date,6th Rotation End Date,7th Rotation Planting Name,7th Rotation Crop,7th Rotation Start Date,7th Rotation End Date,8th Rotation Planting Name,8th Rotation Crop,8th Rotation Start Date,8th Rotation End Date,9th Rotation Planting Name,9th Rotation Crop,9th Rotation Start Date,9th Rotation End Date,10th Rotation Planting Name,10th Rotation Crop,10th Rotation Start Date,10th Rotation End Date
Ramim,Ra.3,,R1,11,,"Broccoli, Heading, עידן - לבדוק, Head",Broccoli,19/09/2019,22/01/2020,"Carrots, Purple Haze, Full-Size",Carrots,27/01/2020,22/06/2020,"Onions: Scallions, אלדורדו, Full-Size",Onions: Scallions,01/06/2020,10/09/2020,"Onions: Scallions, Red Bunching, Full-Size",Onions: Scallions,01/06/2020,12/10/2020,"Onions: Scallions, Generic Variety, Full-Size",Onions: Scallions,28/06/2020,24/10/2020,"Onions: Scallions, Generic Variety, Full-Size",Onions: Scallions,10/07/2020,05/11/2020,"Onions: Scallions, אלדורדו, Full-Size",Onions: Scallions,13/09/2020,16/01/2021,,,,,,,,,,,,
Ramim,Ra.3,,R1,12,,"Kohlrabi, Generic Variety, Full-Size",Kohlrabi,06/01/2020,25/03/2020,"Lettuce, Iceberg, Iceberg, Full-Size",Lettuce,01/04/2020,13/05/2020,"Lettuce, Iceberg, Iceberg, Full-Size",Lettuce,14/05/2020,25/06/2020,"Jicama, Generic Variety",Jicama,20/05/2020,21/12/2020,"Lettuce, Romaine, hyd. ערבית - נהורה נטע, Full-Size",Lettuce,30/12/2020,18/03/2021,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R1,13,,"Peas, Snow, Taccola gigante, Full-Size",Peas,12/12/2019,07/05/2020,"Lettuce, Romaine, ערבית - רם שחר, Full-Size",Lettuce,14/05/2020,24/06/2020,"Jicama, Generic Variety",Jicama,20/05/2020,21/12/2020,"Broccoli, Raab & Broccolini, Generic Variety, Head",Broccoli,25/11/2020,13/03/2021,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R1,14,,"Cabbage, ירוק, Full-Size",Cabbage,17/10/2019,13/02/2020,"Celery, Gigante Dorato, Full-Size",Celery,02/12/2019,13/05/2020,"Cucumbers, Facus - פאקוס",Cucumbers,13/04/2020,26/08/2020,"Celery, Gigante Dorato, Full-Size",Celery,27/08/2020,10/03/2021,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R1,15,,"Broccoli, Heading, Generic Variety, Head",Broccoli,17/10/2019,09/03/2020,"Carrots, FLAKKEE   LONG, Full-Size",Carrots,12/03/2020,10/07/2020,"Peppers, Mild, Padron, Early",Peppers,29/06/2020,12/09/2020,"Lettuce, Romaine, 936 רומית, Full-Size",Lettuce,31/08/2020,27/10/2020,"Lettuce: Salad Mix, נטע מיקס - Luna Nera+Cavalo, Full-Size",Lettuce: Salad Mix,02/11/2020,14/03/2021,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R1,16,,"Chard, Fordhook Giant, Full-Size",Chard,10/10/2019,03/06/2020,"Tomatoes, Cherry, Lobelo - לובלו, Ripe",Tomatoes,20/04/2020,19/10/2020,"Arugula, Arugula, Baby Leaf",Arugula,29/10/2020,18/02/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R2,17,,"Chard, Bright Lights, Full-Size",Chard,20/10/2019,28/05/2020,"Tomatoes, Cherry, Lobelo - לובלו, Ripe",Tomatoes,20/04/2020,19/10/2020,"Cilantro, Santirini - נטע, Leaf",Cilantro,24/09/2020,18/02/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R2,18,,"Celery, Generic Variety, Full-Size",Celery,13/11/2019,27/04/2020,"Cucumbers, Facus - פאקוס",Cucumbers,26/03/2020,15/07/2020,"Chard, Fordhook Giant, Full-Size",Chard,01/06/2020,24/12/2020,"Lettuce, Romaine, ערבית צהובת עלים, Full-Size",Lettuce,30/12/2020,06/04/2021,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R2,19,,"Lettuce, Romaine, hyd. ערבית - נהורה נטע, Full-Size",Lettuce,08/10/2019,06/02/2020,"Lettuce, Bibb, מסולסלת מעורב, Full-Size",Lettuce,24/12/2019,27/04/2020,"Peppers, Bell, Romance, Early",Peppers,30/04/2020,07/12/2020,"Cilantro, Santirini - נטע, Leaf",Cilantro,05/11/2020,22/03/2021,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R2,20,,"Chard, Silverado, Full-Size",Chard,09/10/2019,13/04/2020,"Tomatoes, Cherry, Blond Kopfcer - יעל, Ripe",Tomatoes,26/02/2020,31/08/2020,"Tomatoes, Cherry, שרי אדום גדול - יעל, Ripe",Tomatoes,26/02/2020,31/08/2020,"Lettuce, Iceberg, Iceberg, Full-Size",Lettuce,31/08/2020,01/11/2020,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,02/11/2020,07/01/2021,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R2,21,,"Peas, Snow, De Grace, Full-Size",Peas,18/11/2019,10/04/2020,"Tomatoes, Cherry, Black Cherry, Ripe",Tomatoes,26/02/2020,10/08/2020,"Tomatoes, Cherry, שרי אדום גדול - יעל, Ripe",Tomatoes,26/02/2020,31/08/2020,"Spinach, Aurora Mountain Spinach, Full-Size",Spinach,13/08/2020,28/12/2020,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R2,22,,"Lettuce, Bibb, מסולסלת מעורב, Full-Size",Lettuce,28/11/2019,17/02/2020,"Lettuce, Bibb, מסולסלת מעורב, Full-Size",Lettuce,08/01/2020,27/04/2020,"Cucumbers, Facus - פאקוס",Cucumbers,26/03/2020,15/07/2020,"Spinach, Aurora Mountain Red, Full-Size",Spinach,12/07/2020,16/08/2020,"Lettuce, Little Gem, מסולסלת מעורב, Full-Size",Lettuce,02/11/2020,07/01/2021,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R2,23,,"Kohlrabi, Generic Variety, Full-Size",Kohlrabi,28/11/2019,16/03/2020,"Radishes, ice candle, Full-Size",Radishes,18/03/2020,06/05/2020,"Radishes, נטע אדומה, Full-Size",Radishes,18/03/2020,06/05/2020,"Summer Squash, Specialty, פסים - נטע",Summer Squash,13/04/2020,03/09/2020,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,17/09/2020,21/12/2020,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R2,24,,"Peas, Snow, De Grace, Full-Size",Peas,18/11/2019,10/04/2020,"Eggplant, European, Aragon - חישתיל",Eggplant,16/04/2020,05/10/2020,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,07/10/2020,09/12/2020,"Arugula, Wild Rocket, Baby Leaf",Arugula,16/12/2020,31/03/2021,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R2,25,,"Garlic, Hardneck, שני - מהגינה, Bulb",Garlic,17/10/2019,22/04/2020,"Eggplant, European, בלאדי - יעל",Eggplant,26/02/2020,23/10/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R2,26,,"Garlic, Hardneck, שני - מהגינה, Bulb",Garlic,17/10/2019,22/04/2020,"Eggplant, European, בלאדי - יעל",Eggplant,26/02/2020,23/10/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R2,27,,"Garlic, Hardneck, שני - מהגינה, Bulb",Garlic,17/10/2019,22/04/2020,"Tomatoes, Slicer, Marmande - מורשת יעל, Ripe",Tomatoes,12/02/2020,26/08/2020,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,02/09/2020,16/12/2020,"Lettuce: Salad Mix, Salanova® Home Garden Mix, Full-Size",Lettuce: Salad Mix,30/12/2020,09/03/2021,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R2,28,,"Garlic, Hardneck, שני - מהגינה, Bulb",Garlic,17/10/2019,22/04/2020,"Tomatoes, Cherry, Tigerella, Ripe",Tomatoes,12/02/2020,26/08/2020,"Carrots, Nantes Half Long, Full-Size",Carrots,02/09/2020,23/09/2020,"Arugula, Arugula, Baby Leaf",Arugula,24/09/2020,23/02/2021,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R3,29,,"Peas, Snow, De Grace, Full-Size",Peas,28/10/2019,01/04/2020,"Peppers, Sweet, Cornito Rosso, Ripe",Peppers,16/04/2020,07/12/2020,"Lettuce: Salad Mix, Salanova® Home Garden Mix, Full-Size",Lettuce: Salad Mix,07/12/2020,01/04/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R3,30,,"Peas, Snow, De Grace, Full-Size",Peas,28/10/2019,01/04/2020,"Peppers, Bell, Romance, Ripe",Peppers,06/04/2020,07/12/2020,"Lettuce, Romaine, hyd. ערבית - נהורה נטע, Full-Size",Lettuce,18/11/2020,23/03/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R3,31,,"Onions, White, Generic Variety, Full-Size",Onions,23/10/2019,10/04/2020,"Tomatoes, Slicer, Bull's Heart - מורשת יעל, Ripe",Tomatoes,12/02/2020,10/08/2020,"Parsley Root, Hilmar",Parsley Root,13/08/2020,15/03/2021,"Onions: Scallions, Summer Time, Full-Size",Onions: Scallions,30/09/2020,01/02/2021,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R3,32,,"Onions, White, Generic Variety, Full-Size",Onions,23/10/2019,10/04/2020,"Tomatoes, Slicer, Ikram - חישתיל, Ripe",Tomatoes,16/04/2020,10/08/2020,"Carrots, Nantes Half Long, Full-Size",Carrots,13/08/2020,15/09/2020,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,17/09/2020,21/12/2020,"Cilantro, Santirini - נטע, Leaf",Cilantro,09/12/2020,18/03/2021,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R3,33,,"Lettuce, Romaine, hyd. ערבית - נהורה נטע, Full-Size",Lettuce,18/11/2019,30/03/2020,"Tomatoes, Slicer, Ikram - חישתיל, Ripe",Tomatoes,25/03/2020,29/07/2020,"Pac Choi (Bok Choy), Generic Variety, Full-Size",Pac Choi (Bok Choy),27/08/2020,25/10/2020,"Lettuce, Iceberg, IceBerg - לימור, Full-Size",Lettuce,12/11/2020,01/02/2021,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R3,34,,"Lettuce, Bibb, מסולסלת מעורב, Full-Size",Lettuce,18/11/2019,30/03/2020,"Tomatoes, Cherry, Lobelo - לובלו, Ripe",Tomatoes,06/04/2020,13/10/2020,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,14/10/2020,16/12/2020,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,21/12/2020,17/03/2021,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R3,35,,"Lettuce, Bibb, מסולסלת מעורב, Full-Size",Lettuce,18/11/2019,30/03/2020,"Lettuce, Romaine, hyd. ערבית - נהורה נטע, Full-Size",Lettuce,18/11/2019,30/03/2020,"Tomatoes, Cherry, Lobelo - לובלו, Ripe",Tomatoes,06/04/2020,13/10/2020,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,14/10/2020,16/12/2020,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,21/12/2020,17/03/2021,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R3,36,,"Lettuce, Butterhead, Salanova - רם שחר, Full-Size",Lettuce,01/01/2020,22/03/2020,"Tomatoes, Slicer, Ikram - חישתיל, Ripe",Tomatoes,25/03/2020,29/07/2020,"Basil, Generic Variety, Full-Size",Basil,19/08/2020,06/10/2020,"Lettuce: Salad Mix, Salanova® Home Garden Mix, Full-Size",Lettuce: Salad Mix,07/10/2020,11/03/2021,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.4,,Lo24,1,,"Winter Squash, טריפולי",Winter Squash,12/02/2020,04/08/2020,"Garlic, Hardneck, שני - מהגינה, Bulb",Garlic,22/10/2020,25/03/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.4,,Lo24,2,,"Winter Squash, טריפולי",Winter Squash,02/03/2020,24/09/2020,"Garlic, Hardneck, שני - מהגינה, Bulb",Garlic,22/10/2020,25/03/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.4,,Lo18,3,,"Winter Squash, Table Queen",Winter Squash,19/02/2020,21/05/2020,"Broccoli, Heading, Partenon, Head",Broccoli,01/10/2020,15/02/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.4,,Lo18,4,,"Winter Squash, Atlas",Winter Squash,11/03/2020,25/07/2020,"Okra, Kandahar Pendi",Okra,04/05/2020,18/11/2020,"Cabbage, Generic Variety, Full-Size",Cabbage,12/10/2020,26/04/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.4,,Lo18,5,,"Winter Squash, Red Kuri",Winter Squash,19/02/2020,15/07/2020,"Winter Squash, Gialla Quintale",Winter Squash,26/02/2020,15/07/2020,"Cabbage, ירוק חישתיל, Full-Size",Cabbage,10/09/2020,28/12/2020,"Lettuce, Iceberg, IceBerg - לימור, Full-Size",Lettuce,30/12/2020,26/04/2021,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.4,,Lo18,6,,"Winter Squash, Red Kuri",Winter Squash,19/02/2020,15/07/2020,"Winter Squash, Marina di Chioggia",Winter Squash,26/02/2020,15/07/2020,"Cabbage, סגול חישתיל, Full-Size",Cabbage,10/09/2020,11/01/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.4,,Lo12,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.4,,Lo12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.4,,Lo12,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,side,,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,side,,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,side,,200,3,,"Mint, Common Mint, Full-Size",Mint,09/04/2020,29/07/2021,"Thyme, Generic Variety, Full-Size",Thyme,25/05/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,side,,300,4,,"Mint, Doublemint, Full-Size",Mint,01/01/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zA,3,,"Kohlrabi, קרף - נטע, Full-Size",Kohlrabi,05/11/2020,24/02/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zA,4,,"Fennel, Orion, Full-Size",Fennel,05/11/2020,23/02/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zA,5,,"Chard, Silverado, Full-Size",Chard,05/11/2020,23/02/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zA,6,,"Lettuce, Bibb, מסולסלת מעורב, Full-Size",Lettuce,05/11/2020,15/02/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zA,7,,"Lettuce, Romaine, hyd. ערבית - נהורה נטע, Full-Size",Lettuce,05/11/2020,23/02/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zA,8,,"Pac Choi (Bok Choy), Generic Variety, Full-Size",Pac Choi (Bok Choy),18/10/2020,26/02/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zA,9,,"Chard, Fordhook Giant, Full-Size",Chard,05/11/2020,23/02/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zA,10,,"Cauliflower, Veronica, Full-Size",Cauliflower,02/12/2020,19/02/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zA,11,,"Cauliflower, Veronica, Full-Size",Cauliflower,02/12/2020,19/02/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zA,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zA,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zB,14,,"Gourds, Large, Generic Variety",Gourds,25/06/2020,09/09/2020,"Broccoli, Heading, Marathon, Head",Broccoli,10/09/2020,22/02/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zB,15,,"Beans: Bush & Pole, Bush, California Black Eyed, Fresh",Beans: Bush & Pole,08/06/2020,21/10/2020,"Spinach, Regata ריגאטה, Full-Size",Spinach,22/10/2020,22/02/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zB,16,,"Beans: Bush & Pole, Bush, California Black Eyed, Fresh",Beans: Bush & Pole,08/06/2020,21/10/2020,"Spinach, Regata ריגאטה, Full-Size",Spinach,22/10/2020,22/02/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zB,17,,"Turmeric, Elad",Turmeric,17/07/2020,22/11/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zB,18,,"Jicama, Generic Variety",Jicama,26/03/2020,05/10/2020,"Kale, גומן, Full-Size",Kale,14/09/2020,22/01/2021,"Peas, Snow, ורדה, Full-Size",Peas,02/12/2020,11/04/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zB,19,,"Leeks, Alto",Leeks,08/06/2020,11/01/2021,"Cabbage, Generic Variety, Full-Size",Cabbage,09/12/2020,27/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zB,20,,"Beans: Bush & Pole, Bush, Speedy, Fresh",Beans: Bush & Pole,08/06/2020,17/08/2020,"Leeks, Alto",Leeks,19/08/2020,28/01/2021,"Beets, Chioggia Guardsmark, Full-Size Root",Beets,25/11/2020,11/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zB,21,,"Beans: Bush & Pole, Bush, Speedy, Fresh",Beans: Bush & Pole,08/06/2020,17/08/2020,"Leeks, Alto",Leeks,19/08/2020,28/01/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zB,22,,"Okra, Kandahar Pendi",Okra,20/05/2020,18/09/2020,"Lettuce, Romaine, 936 רומית, Full-Size",Lettuce,02/11/2020,11/02/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zB,23,,"Okra, Kandahar Pendi",Okra,20/05/2020,18/09/2020,"Cauliflower, Generic Variety, Full-Size",Cauliflower,31/08/2020,27/01/2021,"Celery, Gigante Dorato, Full-Size",Celery,30/12/2020,22/07/2021,"Radishes, French Breakfast, Full-Size",Radishes,31/12/2020,11/02/2021,,,,,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zB,24,,"Lettuce, Iceberg, Iceberg, Full-Size",Lettuce,08/06/2020,10/08/2020,"Lettuce, Romaine, 936 רומית, Full-Size",Lettuce,13/08/2020,02/10/2020,"Peas, Snow, Taccola gigante, Full-Size",Peas,01/10/2020,08/02/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zB,25,,"Lettuce, Romaine, ערבית - רם שחר, Full-Size",Lettuce,08/06/2020,10/08/2020,"Lettuce, Romaine, 936 רומית, Full-Size",Lettuce,13/08/2020,02/10/2020,"Peas, Snow, Taccola gigante, Full-Size",Peas,01/10/2020,08/02/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
