Parents Crop,Variety,Year,Total Seeds Needed,Total Weight Needed,Total Seed Weight Needed Unit,Planting,Planting Seed Needed,Planting Seed Weight Needed,Planting Seed Weight Needed Unit,Planting Extra Seed Order %,Planting Seed Spec
,,,,,,"18/3/2020,  12 bed m, Ra.3 > R2 > Bed 323",2640,28.09,g,10.0,Organic
,,,,,,"17/4/2020,  2 bed m, Ra.1 > L6m > Bed 106",440,4.68,g,10.0,Organic
,,,,,,"5/2/2020,  6 bed m, Ra.2 > C6m > Bed 208",2640,28.09,g,10.0,Organic
,,,,,,"17/2/2020,  3 bed m, Ra.1 > L2 > Bed 125",990,10.53,g,10.0,Organic
,,,,,,"7/5/2020,  12 bed m, HH > B > Bed 8",1760,18.72,g,10.0,Organic
,,,,,,"28/5/2020,  12 bed m, Ra.2 > C1 > Bed 209",880,9.36,g,10.0,Organic
Radishes,צנון אדום - נטע,2020,528,5.62,g,"7/10/2020,  12 bed m, HH > A > Bed 5",528,5.62,g,10.0,Organic
Radishes,צנון לבן z1015,2020,528,5.62,g,"7/10/2020,  12 bed m, HH > A > Bed 6",528,5.62,g,10.0,Organic
Sorrel,Red Veined,2019,6092,4.81,g,"23/7/2020,  5 bed m, Ra.2 > C6m > Bed 208",2343,1.85,g,0.0,
,,,,,,"23/4/2020,  7 bed m, Ra.1 > L2 > Bed 122",2586,2.04,g,0.0,
,,,,,,"26/2/2020,  6 bed m, Ra.1 > L1 > Bed 111",1163,0.92,g,0.0,
Sorrel,Red Veined,2020,4686,5.86,g,"5/11/2020,  6 bed m, Ra.3 > R6m > Bed 303",2343,2.93,g,0.0,
,,,,,,"13/1/2021,  6 bed m, Ra.3 > R6m > Bed 303",2343,2.93,g,0.0,
Soybeans,Generic Variety,2019,836,209.0,g,"25/5/2020,  12 bed m, Field not assigned",308,77.0,g,0.0,
,,,,,,"12/3/2020,  12 bed m, Field not assigned",528,132.0,g,10.0,
Spinach,Aurora Mountain Red,2019,120,2.0,kg,"12/7/2020,  12 bed m, Ra.3 > R2 > Bed 322",120,2.0,kg,0.0,
Spinach,Aurora Mountain Spinach,2019,100,1.67,kg,"13/8/2020,  10 bed m, Ra.3 > R2 > Bed 321",100,1.67,kg,0.0,
Spinach,Regata ריגאטה,2020,6386,37778.26,g,"21/11/2020,  24 bed m, Zvika > zB > Beds 515-516",36,0.51,kg,0.0,
,,,,,,"29/10/2020,  12 bed m, Ra.2 > C2 > Bed 226",792,13.2,g,10.0,
,,,,,,"4/11/2020,  12 bed m, Ra.2 > C2 > Bed 225",2232,37.2,kg,0.0,
,,,,,,"31/12/2020,  24 bed m, Ra.2 > C1 > Beds 211-212",3168,52.8,g,10.0,
,,,,,,"9/12/2020,  6 bed m, Ra.2 > C6m > Bed 208",158,2.26,g,0.0,
Summer Squash,kingu F1 - ירוק נטע,2019,92,9.2,g,"18/3/2020,  12 bed m, Ra.2 > C1 > Bed 213",31,3.1,g,0.0,Organic
,,,,,,"6/5/2020,  12 bed m, Ra.3 > R1 > Bed 306",61,6.1,g,0.0,Organic
Summer Squash,topazio - חישתיל,2019,46,4.6,g,"11/3/2020,  22 bed m, Ra.1 > L2 > Beds 130-131",46,4.6,g,0.0,
Summer Squash,פסים - נטע,2019,122,12.2,g,"18/3/2020,  12 bed m, Ra.2 > C6m > Beds 202-203",61,6.1,g,0.0,
,,,,,,"6/5/2020,  12 bed m, Ra.3 > R2 > Bed 323",61,6.1,g,0.0,
Sunflower,Generic Variety,2019,207000,4500.0,g,30/1/2020  · Microgreen,46000,1000.0,g,0.0,
,,,,,,5/2/2020  · Microgreen,23000,500.0,g,0.0,
,,,,,,9/2/2020  · Microgreen,23000,500.0,g,0.0,
,,,,,,13/2/2020  · Microgreen,46000,1000.0,g,0.0,
,,,,,,20/2/2020  · Microgreen,46000,1000.0,g,0.0,
,,,,,,24/2/2020  · Microgreen,23000,500.0,g,0.0,
Sunflower,Generic Variety,2020,414000,9000.0,g,18/10/2020  · Microgreen,23000,500.0,g,0.0,
,,,,,,22/10/2020  · Microgreen,23000,500.0,g,0.0,
,,,,,,25/10/2020  · Microgreen,23000,500.0,g,0.0,
,,,,,,1/11/2020  · Microgreen,23000,500.0,g,0.0,
,,,,,,8/11/2020  · Microgreen,23000,500.0,g,0.0,
,,,,,,15/11/2020  · Microgreen,23000,500.0,g,0.0,
,,,,,,22/11/2020  · Microgreen,23000,500.0,g,0.0,
,,,,,,29/11/2020  · Microgreen,23000,500.0,g,0.0,
,,,,,,6/12/2020  · Microgreen,23000,500.0,g,0.0,
,,,,,,13/12/2020  · Microgreen,23000,500.0,g,0.0,
,,,,,,20/12/2020  · Microgreen,23000,500.0,g,0.0,
,,,,,,29/10/2020  · Microgreen,23000,500.0,g,0.0,
,,,,,,5/11/2020  · Microgreen,23000,500.0,g,0.0,
,,,,,,11/11/2020  · Microgreen,23000,500.0,g,0.0,
,,,,,,25/11/2020  · Microgreen,23000,500.0,g,0.0,
,,,,,,2/12/2020  · Microgreen,23000,500.0,g,0.0,
,,,,,,16/12/2020  · Microgreen,23000,500.0,g,0.0,
,,,,,,23/12/2020  · Microgreen,23000,500.0,g,0.0,
Sunflower,חמניה אוקראינית - בר לכל,2019,501400,10900.0,g,29/3/2020  · Microgreen,23000,500.0,g,0.0,
,,,,,,7/4/2020  · Microgreen,23000,500.0,g,0.0,
,,,,,,10/4/2020  · Microgreen,23000,500.0,g,0.0,
,,,,,,14/4/2020  · Microgreen,23000,500.0,g,0.0,
,,,,,,20/4/2020  · Microgreen,23000,500.0,g,0.0,
,,,,,,24/4/2020  · Microgreen,23000,500.0,g,0.0,
,,,,,,1/5/2020  · Microgreen,23000,500.0,g,0.0,
,,,,,,9/7/2020  · Microgreen,13800,300.0,g,0.0,
,,,,,,16/7/2020  · Microgreen,27600,600.0,g,0.0,
,,,,,,23/7/2020  · Microgreen,13800,300.0,g,0.0,
,,,,,,30/7/2020  · Microgreen,13800,300.0,g,0.0,
,,,,,,1/8/2020  · Microgreen,13800,300.0,g,0.0,
,,,,,,5/8/2020  · Microgreen,13800,300.0,g,0.0,
,,,,,,9/8/2020  · Microgreen,23000,500.0,g,0.0,
,,,,,,17/8/2020  · Microgreen,23000,500.0,g,0.0,
,,,,,,24/8/2020  · Microgreen,23000,500.0,g,0.0,
,,,,,,3/9/2020  · Microgreen,23000,500.0,g,0.0,
,,,,,,2/3/2020  · Microgreen,23000,500.0,g,0.0,
,,,,,,14/3/2020  · Microgreen,13800,300.0,g,0.0,
,,,,,,2/3/2020  · Microgreen,23000,500.0,g,0.0,
,,,,,,18/3/2020  · Microgreen,23000,500.0,g,0.0,
,,,,,,20/8/2020  · Microgreen,23000,500.0,g,0.0,
,,,,,,7/9/2020  · Microgreen,23000,500.0,g,0.0,
,,,,,,31/8/2020  · Microgreen,23000,500.0,g,0.0,
Sunflower,חמניה אוקראינית - בר לכל,2020,207000,4500.0,g,14/9/2020  · Microgreen,23000,500.0,g,0.0,
,,,,,,24/9/2020  · Microgreen,23000,500.0,g,0.0,
,,,,,,24/9/2020  · Microgreen,23000,500.0,g,0.0,
,,,,,,11/10/2020  · Microgreen,23000,500.0,g,0.0,
,,,,,,15/10/2020  · Microgreen,23000,500.0,g,0.0,
,,,,,,10/9/2020  · Microgreen,23000,500.0,g,0.0,
,,,,,,4/10/2020  · Microgreen,23000,500.0,g,0.0,
,,,,,,6/10/2020  · Microgreen,23000,500.0,g,0.0,
,,,,,,12/10/2020  · Microgreen,23000,500.0,g,0.0,
Sweet Pea,Generic Variety,2020,420,35.0,g,"11/3/2021  · Plant Sale, 200 plants",210,17.5,g,0.0,
,,,,,,"11/3/2021  · Plant Sale, 200 plants",210,17.5,g,0.0,
Tatsoi,Generic Variety,2019,2640,5.38,g,"19/2/2020,  3 bed m, Ra.2 > C6m > Bed 206",2640,5.38,g,10.0,Organic
Tatsoi,Generic Variety,2020,10560,26.4,g,"30/9/2020,  6 bed m, Ra.1 > L2 > Bed 122",10560,26.4,g,10.0,Organic
Tatsoi,Tatsoi,2020,10560,26.4,g,"2/12/2020,  6 bed m, Ra.2 > C2 > Bed 221",10560,26.4,g,10.0,Organic
Thyme,Generic Variety,2019,255,0.05,g,"25/5/2020,  12 bed m, HH > B > Bed 9",160,0.03,g,0.0,
,,,,,,"25/5/2020,  3 bed m, side > 200 > Bed 3",45,0.01,g,0.0,
,,,,,,"30/10/2020  · Plant Sale, 50 plants",50,0.01,g,0.0,
Tomatoes,Black Cherry,2019,38,0.1,g,"16/4/2020,  8 bed m, Ra.3 > R2 > Bed 321",38,0.1,g,0.0,
Tomatoes,Blond Kopfcer - יעל,2019,77,0.2,g,"16/4/2020,  6 bed m, Ra.3 > R2 > Bed 320",77,0.2,g,0.0,
Tomatoes,Bull's Heart - מורשת יעל,2019,38,0.1,g,"10/4/2020,  12 bed m, Ra.3 > R3 > Bed 331",38,0.1,g,0.0,
Tomatoes,Ikram - חישתיל,2019,75,0.2,g,"25/3/2020,  24 bed m, Ra.3 > R3 > Beds 333, 336",50,0.13,g,0.0,
,,,,,,"16/4/2020,  12 bed m, Ra.3 > R3 > Bed 332",25,0.07,g,0.0,
Tomatoes,Lobelo - לובלו,2019,123,0.32,g,"6/4/2020,  24 bed m, Ra.3 > R3 > Beds 334-335",53,0.14,g,0.0,
,,,,,,"4/6/2020,  24 bed m, Ra.3 > R1 > Bed 316 + 1 more Block",53,0.14,g,0.0,
,,,,,,"11/6/2020,  4 bed m, Ra.1 > L1 > Beds 111-112",17,0.04,g,0.0,
Tomatoes,Marmande - מורשת יעל,2019,38,0.1,g,"6/4/2020,  12 bed m, Ra.3 > R2 > Bed 327",38,0.1,g,0.0,
Tomatoes,Red Pear,2019,65,0.17,g,"16/4/2020  · Plant Sale, 50 plants",65,0.17,g,0.0,
Tomatoes,Tigerella,2019,77,0.2,g,"7/4/2020,  12 bed m, Ra.3 > R2 > Bed 328",77,0.2,g,0.0,
Tomatoes,שרי אדום גדול - יעל,2019,61,0.16,g,"16/4/2020,  10 bed m, Ra.3 > R2 > Beds 320-321",61,0.16,g,0.0,
Turmeric,Elad,2019,396,39.6,kg,"25/5/2020,  36 bed m, HH > B > Beds 10-12",297,29.7,kg,10.0,Organic
,,,,,,"17/7/2020,  12 bed m, Zvika > zB > Bed 517",99,9.9,kg,10.0,Organic
Turnips,Generic Variety,2020,864,4.32,g,"7/10/2020,  6 bed m, Ra.2 > C6m > Bed 205",864,4.32,g,20.0,
Turnips,lodigiana לבן שטוח,2019,504,1.68,g,"5/2/2020,  4 bed m, Ra.1 > L1 > Bed 116",504,1.68,g,5.0,
Turnips,lodigiana לבן שטוח,2020,756,3.78,g,"18/11/2020,  6 bed m, Ra.1 > L1 > Bed 116",756,3.78,g,5.0,
Winter Squash,Atlantic Giant,2019,31,2.58,g,"26/3/2020,  6 bed m, Ra.2 > C1 > Bed 216",31,2.58,g,0.0,
Winter Squash,Atlas,2019,98,8.17,g,"10/7/2020,  24 bed m, Zvika - no beds selected",60,5.0,g,0.0,
,,,,,,"11/3/2020,  18 bed m, Ra.4 > Lo18 > Bed 404",38,3.17,g,0.0,
Winter Squash,Gialla Quintale,2019,31,3.1,g,"26/3/2020,  6 bed m, Ra.4 > Lo18 > Bed 405",31,3.1,g,0.0,Organic
Winter Squash,Lunga Di Napoli,2019,31,3.1,g,"26/3/2020,  6 bed m, Ra.2 > C1 > Bed 216",31,3.1,g,0.0,Organic
Winter Squash,Marina di Chioggia,2019,31,3.1,g,"26/3/2020,  6 bed m, Ra.4 > Lo18 > Bed 406",31,3.1,g,0.0,Organic
Winter Squash,Red Kuri,2019,106,8.84,g,"27/4/2020,  12 bed m, Ra.1 > L2 > Bed 132",59,4.92,g,0.0,
,,,,,,"26/3/2020,  12 bed m, Ra.4 > Lo18 > Beds 405-406",47,3.92,g,0.0,
Winter Squash,Table Queen,2019,95,7.92,g,"19/2/2020,  18 bed m, Ra.4 > Lo18 > Bed 403",36,3.0,g,0.0,
,,,,,,"27/4/2020,  14 bed m, Ra.3 > R6m > Bed 301 + 1 more Block",59,4.92,g,0.0,
Winter Squash,Turkish Turban,2019,31,2.58,g,"26/3/2020,  10 bed m, HH > C > Bed 18",31,2.58,g,0.0,Organic
Winter Squash,טריפולי,2019,190,15.84,g,"2/3/2020,  18 bed m, Ra.4 > Lo24 > Bed 402",50,4.17,g,0.0,
,,,,,,"12/2/2020,  18 bed m, Ra.4 > Lo24 > Bed 401",50,4.17,g,0.0,
,,,,,,"16/3/2020  · Plant Sale, 60 plants",90,7.5,g,0.0,
Winter Squash,סיציליאני - נוי,2019,54,4.5,g,"9/7/2020,  18 bed m, Ra.1 > L6m > Beds 106-108",54,4.5,g,0.0,
