Category,Family Name,Crop,Crop Type,Variety,Planting Method,Harvest Stage,GH Sow Date,Days to 1st potting up,1st Potting up date,Days to 2nd Potting up,2nd Potting up date,Days to 3rd Potting up,3rd Potting up date,Days In Greenhouse,Field Sowing Planting Date,DTM,Harvest Window,First Harvest,Last Harvest,Planting Amount,Location,In-Row Spacing,In-Row Spacing Unit,Rows Per Bed,# Of Flats,Flat/pot type,Seeds per cell,Estimated loss,Total Transplants,Total Seed Needed,Average seed weight,Average seed weight unit,Total Weight Needed,Total Weight Needed Unit,Extra Seed %,Seed spec,1st Potting up flat/pot type,1st Potting up plants per cell/pot,1st Potting up # of flats/pots,2nd Potting up flat/pot type,2nd Potting up plants per cell/pot,2nd Potting up # of flats/pots,3rd Potting up flat/pot type,3rd Potting up plants per cell/pot,3rd Potting up # of flats/pots,Harvest Unit,Avg Yield Rate,Avg. Sales Price,Est. Yield,Est. Revenue,Est. Rev./unit,Growing Cycle,Rootstock,Harvest Season,First Fruiting Year,Between row spacing,Notes,Seeder,Front gear,Rear gear,Roller plate
Vegetables,Asteraceae,Lettuce: Salad Mix,Lettuce: Salad Mix,Mesclun Mix,Direct Sow,Full-Size,,,,,,,,,02/11/2020,,14,24/12/2020,07/01/2021,12 bed m,"Ramim,Ra.3,Block R2,Beds 320",300.0,seeds/m,8,,,,,,30240,600,seeds/g,50.40,g,5.00,,,,,,,,,,,Kilograms,0.300 kg/row m,₪12.00/cs,28.8 Kilograms,"₪1,570.91",₪16.36/row m,Annual,,,,,,Jang JP-1,14,9,X-24
Vegetables,Asteraceae,Lettuce: Salad Mix,Lettuce: Salad Mix,נטע מיקס - Luna Nera+Cavalo,Direct Sow,Full-Size,,,,,,,,,02/11/2020,,67,06/01/2021,14/03/2021,12 bed m,"Ramim,Ra.3,Block R1,Beds 315",2.0,cm,6,,,,,,3960,796,seeds/g,4.97,g,5.00,Organic,,,,,,,,,,Kilograms,0.300 kg/row m,₪12.00/cs,21.6 Kilograms,"₪1,178.18",₪16.36/row m,Annual,,,,,,Jang JP-1,14,9,YYX-12
Vegetables,Asteraceae,Lettuce: Salad Mix,Lettuce: Salad Mix,Salanova® Home Garden Mix,Transplant from Purchased,Full-Size,,,,,,,,,07/12/2020,,21,11/03/2021,01/04/2021,12 bed m,"Ramim,Ra.3,Block R3,Beds 329",20.0,cm,4,,400 cell flats,,5,252,252,796,seeds/g,0.32,g,0.00,,,,,,,,,,,Kilograms,0.300 kg/row m,₪12.00/cs,14.4 Kilograms,₪785.45,₪16.36/row m,Annual,,,,,,,,,
Vegetables,Asteraceae,Lettuce: Salad Mix,Lettuce: Salad Mix,Mesclun Mix,Direct Sow,Full-Size,,,,,,,,,21/12/2020,,42,03/02/2021,17/03/2021,24 bed m,"Ramim,Ra.3,Block R3,Beds 334-335",1.0,cm,8,,,,,,20160,796,seeds/g,25.33,g,5.00,,,,,,,,,,,Kilograms,0.300 kg/row m,₪12.00/cs,57.6 Kilograms,"₪3,141.82",₪16.36/row m,Annual,,,,,,Jang JP-1,14,9,FJ - 24
Vegetables,Asteraceae,Lettuce: Salad Mix,Lettuce: Salad Mix,Salanova® Home Garden Mix,Transplant from Purchased,Full-Size,,,,,,,,,30/12/2020,,8,01/03/2021,09/03/2021,12 bed m,"Ramim,Ra.3,Block R2,Beds 327",20.0,cm,4,,400 cell flats,,5,252,252,796,seeds/g,0.32,g,0.00,,,,,,,,,,,Kilograms,0.300 kg/row m,₪12.00/cs,14.4 Kilograms,₪785.45,₪16.36/row m,Annual,,,,,,,,,
Herbs,Apiaceae,Lovage,Lovage,Lovage,Greenhouse Sow,Full-Size,12/02/2020,,,,,,,49,01/04/2020,,30,30/06/2020,30/07/2020,12 bed m,,40.0,cm,3,,310 cell flats,1,50,135,136,314,seeds/g,0.43,g,0.00,Organic,,,,,,,,,,Bunches,4.000 bn/row m,₪8.00/bn,144.0 Bunches,"₪1,152.00",₪32.00/row m,Annual,,,,,maggukraut - נזרע הרבה - לשמור לזרעים,,,,
Herbs,Apiaceae,Lovage,Lovage,Generic Variety,Greenhouse Sow,Full-Size,15/10/2020,,,,,,,48,02/12/2020,,0,02/12/2020,02/12/2020,12 bed m,"Ramim,Ra.2",30.0,cm,3,0.66,310 cell flats,1,70,204,205,314,seeds/g,0.65,g,0.00,Organic,,,,,,,,,,Bunches,3.000 bn/row m,₪8.00/bn,108.0 Bunches,₪864.00,₪24.00/row m,Annual,,,,,,,,,
Vegetables,Cucurbitaceae,Melons,Melons,Hustan - הוסטאן,Transplant from Purchased,,,,,,,,,,11/03/2020,,80,01/06/2020,20/08/2020,24 bed m,"Ramim,Ra.2,Block C1,Beds 212,Block C2,Beds 217",40.0,cm,1,,128 cell flats,,30,78,78,30,seeds/g,2.60,g,0.00,,,,,,,,,,,Kilograms,6.000 kg/row m,₪9.00/kg,144.0 Kilograms,"₪1,296.00",₪54.00/row m,Annual,,,,,חישתיל - עם יניב,,,,
Vegetables,Cucurbitaceae,Melons,Melons,Rymond - ריימונד,Transplant from Purchased,,,,,,,,,,06/04/2020,,36,21/06/2020,27/07/2020,24 bed m,"Ramim,Ra.2,Block C1,Beds 210-211",40.0,cm,1,,128 cell flats,,5,63,63,30,seeds/g,2.10,g,0.00,,,,,,,,,,,Kilograms,6.000 kg/row m,₪9.00/kg,144.0 Kilograms,"₪1,296.00",₪54.00/row m,Annual,,,,,שתילים הוזמן מיניב,,,,
Herbs,Lamiaceae,Mint,Mint,Doublemint,Transplant from Purchased,Full-Size,,,01/01/2020,,,,,30,31/01/2020,,350,10/02/2020,25/01/2021,6 bed m,"Ramim,side,Block 300,Beds 4",20.0,cm,2,,,,0,60,60,10995,seeds/g,0.01,g,0.00,,24 cell flats,1 plant,2.5,,,,,,,Bunches,10.000 bn/row m,₪5.00/bn,120.0 Bunches,₪600.00,₪50.00/row m,Perennial,,,,,,,,,
Herbs,Lamiaceae,Mint,Mint,Common Mint,Transplant from Purchased,Full-Size,,,09/04/2020,,,,,49,28/05/2020,,395,29/06/2020,29/07/2021,6 bed m,"Ramim,side,Block 200,Beds 3",20.0,cm,2,,,,0,60,60,10995,seeds/g,0.01,g,0.00,,24 cell flats,1 plant,2.5,,,,,,,Bunches,5.000 bn/row m,₪5.00/bn,60.0 Bunches,₪300.00,₪25.00/row m,Perennial,,,,,,,,,
Vegetables,Brassicaceae,Mizuna,Mizuna,Generic Variety,Direct Sow,Baby Leaf,,,,,,,,,25/10/2019,,52,25/11/2019,16/01/2020,6 bed m,"Ramim,Ra.1,Block L1,Beds 111",2.0,cm,8,,,,,,2640,300,seeds/g,8.80,g,10.00,,,,,,,,,,,Kilograms,0.200 kg/row m,₪10.00/cs,9.6 Kilograms,₪384.00,₪8.00/row m,Annual,,,,,,Jang JP-1,13,10,XY-24
Vegetables,Brassicaceae,Mizuna,Mizuna,Generic Variety,Direct Sow,Baby Leaf,,,,,,,,,06/01/2020,,35,27/02/2020,02/04/2020,6 bed m,"Ramim,Ra.1,Block L6m,Beds 106",2.0,cm,8,,,,,,2640,300,seeds/g,8.80,g,10.00,,,,,,,,,,,Kilograms,0.200 kg/row m,₪10.00/cs,9.6 Kilograms,₪384.00,₪8.00/row m,Annual,,,,,,Jang JP-1,13,10,XY-24
Vegetables,Brassicaceae,Mizuna,Mizuna,Generic Variety,Direct Sow,Baby Leaf,,,,,,,,,12/03/2020,,30,13/04/2020,13/05/2020,6 bed m,"Ramim,Ra.2,Block C2,Beds 222",2.0,cm,8,,,,,,2640,300,seeds/g,8.80,g,10.00,,,,,,,,,,,Kilograms,0.200 kg/row m,₪10.00/cs,9.6 Kilograms,₪384.00,₪8.00/row m,Annual,,,,,,Jang JP-1,14,9,X-24
Vegetables,Brassicaceae,Mizuna,Mizuna,Generic Variety,Direct Sow,Baby Leaf,,,,,,,,,11/06/2020,,25,02/07/2020,27/07/2020,6 bed m,"Ramim,Ra.1,Block L2,Beds 121",2.0,cm,8,,,,,,2640,300,seeds/g,8.80,g,10.00,,,,,,,,,,,Kilograms,0.200 kg/row m,₪10.00/cs,9.6 Kilograms,₪384.00,₪8.00/row m,Annual,,,,,,Jang JP-1,14,9,X-24
Vegetables,Brassicaceae,Mizuna,Mizuna,Generic Variety,Direct Sow,Baby Leaf,,,,,,,,,30/07/2020,,34,20/08/2020,23/09/2020,6 bed m,"Ramim,Ra.1,Block L2,Beds 125",0.5,cm,8,,,,,,10560,300,seeds/g,35.20,g,10.00,,,,,,,,,,,Kilograms,0.200 kg/row m,₪10.00/cs,9.6 Kilograms,₪384.00,₪8.00/row m,Annual,,,,,,Jang JP-1,13,10,XY-24
Vegetables,Brassicaceae,Mizuna,Mizuna,Generic Variety,Direct Sow,Baby Leaf,,,,,,,,,30/09/2020,,36,02/11/2020,08/12/2020,6 bed m,"Ramim,Ra.1,Block L2,Beds 121",0.5,cm,8,,,,,,10560,300,seeds/g,35.20,g,10.00,,,,,,,,,,,Kilograms,0.200 kg/row m,₪10.00/cs,9.6 Kilograms,₪384.00,₪8.00/row m,Annual,,,,,,Jang JP-1,13,10,XY-24
Vegetables,Brassicaceae,Mizuna,Mizuna,mix red&green,Direct Sow,Baby Leaf,,,,,,,,,02/12/2020,,40,10/02/2021,22/03/2021,6 bed m,"Ramim,Ra.2,Block C2,Beds 222",0.5,cm,8,,,,,,10560,300,seeds/g,35.20,g,10.00,,,,,,,,,,,Kilograms,0.200 kg/row m,₪10.00/cs,9.6 Kilograms,₪384.00,₪8.00/row m,Annual,,,,,,Jang JP-1,13,10,XY-24
Vegetables,Brassicaceae,Mustard,Mustard,Red Giant,Direct Sow,Baby Leaf,,,,,,,,,10/04/2020,,14,11/05/2020,25/05/2020,6 bed m,"Ramim,Ra.2,Block C6m,Beds 207",1.0,cm,8,,,,,,5040,567,seeds/g,8.89,g,5.00,Organic,,,,,,,,,,Kilograms,0.200 kg/row m,₪12.00/cs,9.6 Kilograms,₪576.00,₪12.00/row m,Annual,,,,,,Jang JP-1,9,14,FJ - 24
Vegetables,Brassicaceae,Mustard,Mustard,Red Giant,Direct Sow,Baby Leaf,,,,,,,,,11/06/2020,,25,02/07/2020,27/07/2020,6 bed m,"Ramim,Ra.1,Block L2,Beds 121",1.0,cm,8,,,,,,5040,566,seeds/g,8.90,g,5.00,,,,,,,,,,,Kilograms,0.200 kg/row m,₪12.00/cs,9.6 Kilograms,₪576.00,₪12.00/row m,Annual,,,,,,Jang JP-1,9,14,FJ - 24
Vegetables,Brassicaceae,Mustard,Mustard,Red Giant,Direct Sow,Baby Leaf,,,,,,,,,13/08/2020,,1,03/09/2020,04/09/2020,6 bed m,"Ramim,Ra.1,Block L2,Beds 132",1.0,cm,8,,,,,,5040,450,seeds/g,11.20,g,5.00,,,,,,,,,,,Kilograms,0.200 kg/row m,₪12.00/bn,9.6 Kilograms,₪384.00,₪8.00/row m,Annual,,,,,,Jang JP-1,14,9,FJ - 24
Vegetables,Brassicaceae,Mustard,Mustard,Double Face,Direct Sow,Baby Leaf,,,,,,,,,13/08/2020,,1,07/09/2020,08/09/2020,6 bed m,"Ramim,Ra.1,Block L2,Beds 132",1.0,cm,8,,,,,,5040,450,seeds/g,11.20,g,5.00,,,,,,,,,,,Kilograms,0.200 kg/row m,₪12.00/bn,9.6 Kilograms,₪384.00,₪8.00/row m,Annual,,,,,,Jang JP-1,14,9,FJ - 24
Vegetables,Brassicaceae,Mustard,Mustard,Generic Variety,Direct Sow,Baby Leaf,,,,,,,,,30/09/2020,,40,29/10/2020,08/12/2020,6 bed m,"Ramim,Ra.1,Block L2,Beds 121",1.0,cm,8,,,,,,10080,567,seeds/g,17.78,g,5.00,Organic,,,,,,,,,,Kilograms,0.200 kg/row m,₪12.00/cs,9.6 Kilograms,₪576.00,₪12.00/row m,Annual,,,,,,Jang JP-1,9,14,FJ - 24
Vegetables,Brassicaceae,Mustard,Mustard,Red Giant,Direct Sow,Baby Leaf,,,,,,,,,02/12/2020,,46,04/02/2021,22/03/2021,6 bed m,"Ramim,Ra.2,Block C2,Beds 222",1.0,cm,8,,,,,,5040,567,seeds/g,8.89,g,5.00,Organic,,,,,,,,,,Kilograms,0.200 kg/row m,₪12.00/cs,9.6 Kilograms,₪576.00,₪12.00/row m,Annual,,,,,,Jang JP-1,9,14,FJ - 24
Vegetables,Aizoaceae,New Zealand Spinach,New Zealand Spinach,Generic Variety,Direct Sow,,,,,,,,,,19/02/2019,,346,20/05/2019,30/04/2020,12 bed m,"Ramim,Ra.2,Block C2,Beds 220",20.0,cm,4,,,,,,240,14551,seeds/kg,0.02,kg,0.00,,,,,,,,,,,Kilograms,2.000 kg/row m,₪10.00/cs,96.0 Kilograms,"₪2,400.00",₪50.00/row m,Annual,,,,,,,,,
Vegetables,Aizoaceae,New Zealand Spinach,New Zealand Spinach,Generic Variety,Greenhouse Sow,,01/08/2019,,,,,,,,28/08/2019,,144,17/10/2019,09/03/2020,12 bed m,"Ramim,Ra.2,Block C2,Beds 222",20.0,cm,3,0.91,128 cell flats,3,30,117,349,15,seeds/g,23.27,g,0.00,,,,,,,,,,,Kilograms,2.000 kg/row m,₪8.00/cs,72.0 Kilograms,"₪1,440.00",₪40.00/row m,Annual,,,,,,,,,
Vegetables,Aizoaceae,New Zealand Spinach,New Zealand Spinach,Tetragonia Specialty,Greenhouse Sow,,26/02/2020,,,,,,,,01/04/2020,,141,11/05/2020,29/09/2020,12 bed m,"Home,HH,Block C,Beds 15",20.0,cm,3,0.84,,1,30,234,235,15,seeds/g,15.67,g,0.00,,,,,,,,,,,Kilograms,2.000 kg/row m,₪8.00/cs,72.0 Kilograms,"₪1,440.00",₪40.00/row m,Annual,,,,,,,,,
Vegetables,Aizoaceae,New Zealand Spinach,New Zealand Spinach,Tetragonia Specialty,Transplant from Purchased,,,,,,,,,,11/03/2020,,148,04/05/2020,29/09/2020,24 bed m,"Home,HH,Block C,Beds 16-17",20.0,cm,3,,310 cell flats,,0,360,360,15,seeds/g,24.00,g,0.00,,,,,,,,,,,Kilograms,2.000 kg/row m,₪8.00/cs,144.0 Kilograms,"₪2,880.00",₪40.00/row m,Annual,,,,,שתילים הוזמנו מיניב,,,,
Vegetables,Aizoaceae,New Zealand Spinach,New Zealand Spinach,Tetragonia Specialty,Greenhouse Sow,,06/08/2020,,,,,,,,10/09/2020,,41,19/11/2020,30/12/2020,12 bed m,"Home,HH,Block B,Beds 8",20.0,cm,3,0.84,,3,30,234,706,20,seeds/g,35.30,g,0.00,,,,,,,,,,,Kilograms,2.000 kg/row m,₪8.00/cs,72.0 Kilograms,"₪1,440.00",₪40.00/row m,Annual,,,,,,,,,
Vegetables,Aizoaceae,New Zealand Spinach,New Zealand Spinach,Tetragonia Specialty,Greenhouse Sow,,02/09/2020,,,,,,,,07/10/2020,,240,28/12/2020,25/08/2021,12 bed m,"Home,HH,Block C,Beds 13",20.0,cm,3,0.84,,3,30,234,706,30,seeds/g,23.53,g,0.00,,,,,,,,,,,Kilograms,2.000 kg/row m,₪8.00/cs,72.0 Kilograms,"₪1,440.00",₪40.00/row m,Annual,,,,,,,,,
Vegetables,Aizoaceae,New Zealand Spinach,New Zealand Spinach,Tetragonia Specialty,Greenhouse Sow,,14/09/2020,,,,,,,,22/10/2020,,86,14/12/2020,10/03/2021,12 bed m,"Ramim,Ra.1,Block L2,Beds 131",20.0,cm,3,3.66,128 cell flats,3,30,468,1405,30,seeds/g,46.83,g,0.00,Organic,,,,,,,,,,Kilograms,2.000 kg/row m,₪8.00/cs,72.0 Kilograms,"₪1,440.00",₪40.00/row m,Annual,,,,,,,,,
Vegetables,Aizoaceae,New Zealand Spinach,New Zealand Spinach,Tetragonia Specialty,Transplant from Purchased,,,,,,,,,,02/12/2020,,138,18/03/2021,03/08/2021,12 bed m,"Home,HH,Block C,Beds 14",20.0,cm,3,,400 cell flats,,10,198,198,30,seeds/g,6.60,g,0.00,,,,,,,,,,,Kilograms,2.000 kg/row m,₪8.00/cs,72.0 Kilograms,"₪1,440.00",₪40.00/row m,Annual,,,,,,,,,
Vegetables,Solanaceae,Okra,Okra,Kandahar Pendi,Greenhouse Sow,,04/05/2020,,,,,,,,27/05/2020,,140,01/07/2020,18/11/2020,18 bed m,"Ramim,Ra.4,Block Lo18,Beds 404",20.0,cm,2,0.1,,1,40,504,252,20,seeds/g,12.60,g,0.00,,,,,,,,,,,Kilograms,1.500 kg/row m,₪14.00/cs,54.0 Kilograms,"₪1,890.00",₪52.50/row m,Annual,,,,,,,,,
Vegetables,Solanaceae,Okra,Okra,Kandahar Pendi,Greenhouse Sow,,20/05/2020,,,,,,,,08/06/2020,,102,08/06/2020,18/09/2020,24 bed m,"zvika,Zvika,Block zB,Beds 522-523",30.0,cm,3,0.0,,2,40,336,672,20,seeds/g,33.60,g,0.00,,,,,,,,,,,Kilograms,1.500 kg/row m,₪14.00/cs,108.0 Kilograms,"₪3,780.00",₪52.50/row m,Annual,,,,,,,,,
Vegetables,Amaryllidaceae,Onions,White,Generic Variety,Direct Sow,Full-Size,,,,,,,,,23/10/2019,,46,24/02/2020,10/04/2020,24 bed m,"Ramim,Ra.3,Block R3,Beds 331-332",10.0,cm,4,,,,,,960,1,seeds/g,960.00,g,0.00,,,,,,,,,,,Kilograms,1.860 kg/row m,₪0.00/kg,178.6 Kilograms,₪0.00,₪0.00/row m,Annual,,,,,,Hand Seeding,,,
Vegetables,Amaryllidaceae,Onions: Scallions,Onions: Scallions,Generic Variety,Greenhouse Sow,Full-Size,01/08/2019,,,,,,,67,07/10/2019,,7,06/01/2020,13/01/2020,4 bed m,"Ramim,Ra.1,Block L1,Beds 118",10.0,cm,4,0.5,310 cell flats,8,30,156,1240,300,seeds/g,4.13,g,0.00,,,,,,,,,,,Bunches,8.000 bn/row m,₪6.00/bn,128.0 Bunches,₪768.00,₪48.00/row m,Annual,,,,,,,,,
Vegetables,Amaryllidaceae,Onions: Scallions,Onions: Scallions,Red Bunching,Greenhouse Sow,Full-Size,19/10/2019,,,,,,,30,18/11/2019,,21,09/03/2020,30/03/2020,4 bed m,"Ramim,Ra.1,Block L2,Beds 124",10.0,cm,4,0.52,,8,30,208,1839,300,seeds/g,6.13,g,0.00,,,,,,,,,,,Bunches,0.800 bn/row m,₪6.00/bn,12.8 Bunches,₪76.80,₪4.80/row m,Annual,,,,,,,,,
Vegetables,Amaryllidaceae,Onions: Scallions,Onions: Scallions,Generic Variety,Transplant from Purchased,Full-Size,,,,,,,,,31/10/2019,,49,27/01/2020,16/03/2020,4 bed m,"Ramim,Ra.3,Block R1,Beds 310",10.0,cm,4,,,,10,176,176,300,seeds/g,0.59,g,0.00,,,,,,,,,,,Bunches,8.000 bn/row m,₪6.00/bn,128.0 Bunches,₪768.00,₪48.00/row m,Annual,,,,,,,,,
Vegetables,Amaryllidaceae,Onions: Scallions,Onions: Scallions,Generic Variety,Greenhouse Sow,Full-Size,06/11/2019,,,,,,,28,04/12/2019,,0,02/04/2020,02/04/2020,4 bed m,"Ramim,Ra.3,Block R6m,Beds 303",10.0,cm,6,0.5,310 cell flats,8,30,156,1240,359795,seeds/g,0.00,g,0.00,,,,,,,,,,,Bunches,8.000 bn/row m,₪6.00/bn,192.0 Bunches,"₪1,152.00",₪48.00/row m,Annual,,,,,,,,,
Vegetables,Amaryllidaceae,Onions: Scallions,Onions: Scallions,Generic Variety,Greenhouse Sow,Full-Size,18/11/2019,,,,,,,44,01/01/2020,,1,02/04/2020,03/04/2020,2 bed m,"Ramim,Ra.3,Block R6m,Beds 303",10.0,cm,6,0.63,,8,40,252,2228,300,seeds/g,7.43,g,0.00,,,,,,,,,,,Bunches,1.200 bn/pl,₪6.00/bn,144.0 Bunches,₪864.00,₪72.00/plant,Annual,,,,,,,,,
Vegetables,Amaryllidaceae,Onions: Scallions,Onions: Scallions,Generic Variety,Transplant from Purchased,Full-Size,,,,,,,,,18/11/2019,,25,05/03/2020,30/03/2020,4 bed m,"Ramim,Ra.1,Block L2,Beds 124",10.0,cm,4,,,,10,176,176,359795,seeds/g,0.00,g,0.00,,,,,,,,,,,Bunches,8.000 bn/row m,₪6.00/bn,128.0 Bunches,₪768.00,₪48.00/row m,Annual,,,,,,,,,
Vegetables,Amaryllidaceae,Onions: Scallions,Onions: Scallions,Generic Variety,Greenhouse Sow,Full-Size,02/01/2020,,,,,,,41,12/02/2020,,21,12/05/2020,02/06/2020,6 bed m,"Ramim,Ra.2,Block C6m,Beds 204",10.0,cm,5,0.56,,8,40,224,1980,300,seeds/g,6.60,g,0.00,,,,,,,,,,,Bunches,1.000 bn/pl,₪6.00/bn,300.0 Bunches,"₪1,800.00",₪60.00/plant,Annual,,,,,,,,,
Vegetables,Amaryllidaceae,Onions: Scallions,Onions: Scallions,אלדורדו,Greenhouse Sow,Full-Size,30/01/2020,,,,,,,55,25/03/2020,,21,22/05/2020,12/06/2020,6 bed m,"Ramim,Ra.1,Block L6m,Beds 104",10.0,cm,4,0.84,,8,40,336,2970,300,seeds/g,9.90,g,0.00,,,,,,,,,,,Bunches,0.800 bn/pl,₪6.00/bn,192.0 Bunches,"₪1,152.00",₪48.00/plant,Annual,,,,,,,,,
Vegetables,Amaryllidaceae,Onions: Scallions,Onions: Scallions,Generic Variety,Transplant from Purchased,Full-Size,,,,,,,,,13/04/2020,,24,08/06/2020,02/07/2020,6 bed m,"Ramim,Ra.1,Block L6m,Beds 106",10.0,cm,5,,,,5,315,315,300,seeds/g,1.05,g,0.00,,,,,,,,,,,Bunches,8.000 bn/pl,₪6.00/bn,48.0 Bunches,₪288.00,₪9.60/pl,Annual,,,,,,,,,
Vegetables,Amaryllidaceae,Onions: Scallions,Onions: Scallions,Generic Variety,Transplant from Purchased,Full-Size,,,,,,,,,27/04/2020,,36,08/07/2020,13/08/2020,6 bed m,"Ramim,Ra.1,Block L1,Beds 115",10.0,cm,6,,310 cell flats,,30,468,468,300,seeds/g,1.56,g,0.00,,,,,,,,,,,Bunches,0.800 bn/pl,₪6.00/bn,288.0 Bunches,"₪1,728.00",₪48.00/plant,Annual,,,,,הוזמן מיניב,,,,
Vegetables,Amaryllidaceae,Onions: Scallions,Onions: Scallions,Generic Variety,Transplant from Purchased,Full-Size,,,,,,,,,30/04/2020,,0,06/07/2020,06/07/2020,4 bed m,"Ramim,Ra.1,Block L6m,Beds 107",10.0,cm,2,,310 cell flats,,5,84,126,300,seeds/g,0.42,g,0.00,,,,,,,,,,,Bunches,0.800 bn/pl,₪6.00/bn,3.2 Bunches,₪19.20,₪2.40/pl,Annual,,,,,,,,,
Vegetables,Amaryllidaceae,Onions: Scallions,Onions: Scallions,אלדורדו,Greenhouse Sow,Full-Size,04/05/2020,,,,,,,31,04/06/2020,,0,22/08/2020,22/08/2020,6 bed m,"Home,HH,Block B,Beds 8",10.0,cm,6,0.0,,8,40,504,4031,300,seeds/g,13.44,g,0.00,,,,,,,,,,,Bunches,0.800 bn/pl,₪6.00/bn,4.8 Bunches,₪28.80,₪0.80/pl,Annual,,,,,הוזמן מיניב,,,,
Vegetables,Amaryllidaceae,Onions: Scallions,Onions: Scallions,Generic Variety,Transplant from Purchased,Full-Size,,,,,,,,,14/05/2020,,20,09/07/2020,29/07/2020,5 bed m,"Ramim,Ra.1,Block L2,Beds 122",10.0,cm,4,,,,0,200,480,300,seeds/g,1.60,g,0.00,,,,,,,,,,,Bunches,0.800 bn/pl,₪6.00/bn,160.0 Bunches,₪960.00,₪48.00/plant,Annual,,,,,הוזמן מיניב,,,,
Vegetables,Amaryllidaceae,Onions: Scallions,Onions: Scallions,Generic Variety,Transplant from Purchased,Full-Size,,,,,,,,,28/05/2020,,26,12/08/2020,07/09/2020,4 bed m,"Ramim,Ra.2,Block C6m,Beds 206",10.0,cm,6,,310 cell flats,,5,252,252,300,seeds/g,0.84,g,0.00,,,,,,,,,,,Bunches,0.800 bn/row m,₪6.00/bn,19.2 Bunches,₪115.20,₪4.80/row m,Annual,,,,,,,,,
Vegetables,Amaryllidaceae,Onions: Scallions,Onions: Scallions,Red Bunching,Greenhouse Sow,Full-Size,01/06/2020,,,,,,,27,28/06/2020,,29,13/09/2020,12/10/2020,2.5 bed m,"Ramim,Ra.3,Block R1,Beds 311",10.0,cm,6,0.53,,8,30,234,1874,300,seeds/g,6.25,g,0.00,,,,,,,,,,,Bunches,0.800 bn/row m,₪6.00/bn,12.0 Bunches,₪72.00,₪4.80/row m,Annual,,,,,,,,,
Vegetables,Amaryllidaceae,Onions: Scallions,Onions: Scallions,אלדורדו,Greenhouse Sow,Full-Size,01/06/2020,,,,,,,27,28/06/2020,,21,20/08/2020,10/09/2020,2.5 bed m,"Ramim,Ra.3,Block R1,Beds 311",10.0,cm,6,0.57,,8,40,252,2016,300,seeds/g,6.72,g,0.00,,,,,,,,,,,Bunches,0.800 bn/pl,₪6.00/bn,2.0 Bunches,₪12.00,₪0.80/pl,Annual,,,,,,,,,
Vegetables,Amaryllidaceae,Onions: Scallions,Onions: Scallions,אלדורדו,Greenhouse Sow,Full-Size,22/06/2020,,,,,,,31,23/07/2020,,5,24/09/2020,29/09/2020,2 bed m,"Ramim,Ra.2,Block C6m,Beds 208",10.0,cm,6,,,8,30,468,3748,300,seeds/g,12.49,g,0.00,,,,,,,,,,,Bunches,0.800 bn/pl,₪6.00/bn,96.0 Bunches,₪576.00,₪48.00/plant,Annual,,,,,הוזמן מיניב,,,,
Vegetables,Amaryllidaceae,Onions: Scallions,Onions: Scallions,Generic Variety,Transplant from Purchased,Full-Size,,,,,,,,,28/06/2020,,23,01/10/2020,24/10/2020,5 bed m,"Ramim,Ra.3,Block R1,Beds 311",10.0,cm,5,,,,0,500,250,300,seeds/g,0.83,g,0.00,,,,,,,,,,,Bunches,0.800 bn/pl,₪6.00/bn,4.0 Bunches,₪24.00,₪0.96/pl,Annual,,,,,,,,,
Vegetables,Amaryllidaceae,Onions: Scallions,Onions: Scallions,Generic Variety,Transplant from Purchased,Full-Size,,,,,,,,,10/07/2020,,8,28/10/2020,05/11/2020,2 bed m,"Ramim,Ra.3,Block R1,Beds 311",10.0,cm,6,,,,0,120,120,300,seeds/g,0.40,g,0.00,,,,,,,,,,,Bunches,0.800 bn/pl,₪6.00/bn,1.6 Bunches,₪9.60,₪0.80/pl,Annual,,,,,,,,,
Vegetables,Amaryllidaceae,Onions: Scallions,Onions: Scallions,אלדורדו,Greenhouse Sow,Full-Size,20/07/2020,,,,,,,30,19/08/2020,,8,29/10/2020,06/11/2020,6 bed m,"Ramim,Ra.2,Block C1,Beds 213",10.0,cm,6,1.06,,8,30,468,3748,300,seeds/g,12.49,g,0.00,,,,,,,,,,,Bunches,0.800 bn/pl,₪6.00/bn,288.0 Bunches,"₪1,728.00",₪48.00/plant,Annual,,,,,,,,,
Vegetables,Amaryllidaceae,Onions: Scallions,Onions: Scallions,אלדורדו,Greenhouse Sow,Full-Size,06/08/2020,,,,,,,35,10/09/2020,,19,09/11/2020,28/11/2020,3 bed m,"Ramim,Ra.2,Block C6m,Beds 208",10.0,cm,6,1.06,,8,30,468,3748,300,seeds/g,12.49,g,0.00,,,,,,,,,,,Bunches,0.800 bn/pl,₪6.00/bn,144.0 Bunches,₪864.00,₪48.00/plant,Annual,,,,,,,,,
Vegetables,Amaryllidaceae,Onions: Scallions,Onions: Scallions,Generic Variety,Transplant from Purchased,Full-Size,,,,,,,,,09/08/2020,,22,02/11/2020,24/11/2020,120 plants,"Ramim,Ra.3,Block R1,Beds 305",10.0,cm,6,,310 cell flats,,30,390,390,300,seeds/g,1.30,g,0.00,,,,,,,,,,,Bunches,0.800 bn/pl,₪6.00/bn,96.0 Bunches,₪576.00,₪48.00/plant,Annual,,,,,,,,,
