Pack List,Item,Pick date,Pick From,Outlets,Total Outlets Need,From Storage,Additional,Planned Pick,Actual Pick,Pick by Variety,Unit,Pick Instruction,Assignee,Labor Time (hr)
Thursday 04/08/2022,"לוביה
Fresh",04/08/2022,"Beans: Bush & Pole, California Black Eyed
Ra.3 > R2 > Beds 323-324
2 of 2",חנות הגינה: 1,1,0,All ripe,1,1.3,,kg,,Nimrod Wald,0
Thursday 04/08/2022,מלון,04/08/2022,"Melons, Galia Regalia
Zvika > zA > Beds 505-506
3 of 3
Melons, Ananas Coquette
Zvika > zA > Beds 507-508
2 of 3",חנות הגינה: 1,1,0,All ripe,1,6,,kg,"כל מה שמוכן

לשים לב - אנחנו מפספסים את המוכנים והם נרקבים הֿבשטח!",Nimrod Wald,0
Thursday 04/08/2022,תבלין - מרווה,04/08/2022,,חנות הגינה: 10,10,0,0,10,10,,bn,קטיף גיזום - הולך להכנת מקלות,Nimrod Wald,0
Thursday 04/08/2022,"(ירק) בצל ירוק
Full-Size",04/08/2022,"Onions: Scallions, hyd. Aldorado
Hyd. N > NW > Bed 15
10 of 13",חנות הגינה: 12,12,0,0,12,15,,bn,,Nimrod Wald,0
Thursday 04/08/2022,"גרגר הנחלים
Full-Size",04/08/2022,"Cress, hyd. גרגר הנחלים
Hyd. S > SE > Bed 18
5 of 5",חנות הגינה: 2,2,0,0,2,4,,cs,לקטוף וישר להניח גם 2 תעלות חדשות בחלק העליון של החממה!!!,Nimrod Wald,0
Thursday 04/08/2022,"בייבי - רוקט
Baby Leaf",04/08/2022,"Arugula, hyd. Rocket
Hyd. S > SW > Bed 26
21 of 26
Arugula, Arugula
Ra.1 > L1 > Bed 118
20 of 26
Arugula, Arugula
Ra.1 > L1 > Bed 120
22 of 26
Arugula, Arugula
Ra.1 > L2 > Bed 128
19 of 26",חנות הגינה: 2,2,0,0,2,2,,kg,לשים לב לסמן נכון את הקטיף לפי ערוגות!,Nimrod Wald,0
Thursday 04/08/2022,"תבלין - נענע
Full-Size",04/08/2022,,חנות הגינה: 4,4,0,0,4,4,,bn,,Nimrod Wald,0
Thursday 04/08/2022,"(חסה) רומית
Full-Size",04/08/2022,"Lettuce, hyd. רומית
Hyd. N > NE > Bed 5
52 of 68",חנות הגינה: 5,5,0,All ripe,5,8,,hd,לחסל מחזור ישן בצד צפון,Nimrod Wald,0
Thursday 04/08/2022,"(ירק) עירית שומית
Full-Size",04/08/2022,,חנות הגינה: 6,6,0,0,6,6,,bn,,Nimrod Wald,0
Thursday 04/08/2022,"קייל
Full-Size",04/08/2022,,חנות הגינה: 6,6,0,0,6,6,Lacinato (Dinosaur): 6,bn,"לייצר צרורות מכל סוג וגם מעורב
צרורות גדולים!!!!",Nimrod Wald,0
Thursday 04/08/2022,"בייבי מיקס
Full-Size",04/08/2022,"Lettuce: Salad Mix, Mesclun Mix
Ra.1 > L1 > Bed 113
26 of 38
Lettuce: Salad Mix, Mesclun Mix
Ra.1 > L1 > Bed 117
29 of 38
Lettuce: Salad Mix, Mesclun Mix
Ra.1 > L2 > Bed 127
27 of 38",חנות הגינה: 8,8,0,0,8,8.8,,kg,"לשים לב לסמן נכון את הקטיף לפי ערוגות!
ולסמן סופי כשצריך",Nimrod Wald,0
Thursday 04/08/2022,"גזר
Full-Size",04/08/2022,"Carrots, Nantes Half Long
Ra.1 > L2 > Beds 121-124
2 of 3",חנות הגינה: 8,8,0,0,8,14,,bn,חצי ערוגה,Nimrod Wald,0
Monday 01/08/2022,"(ירק) בצל ירוק
Full-Size",01/08/2022,"Onions: Scallions, hyd. Aldorado
Hyd. N > NW > Bed 15
10 of 13",b2b: 5,5,0,0,5,7,,bn,,Nimrod Wald,0
Monday 01/08/2022,"סלרי
Full-Size",01/08/2022,"Celery, hyd. Early Bell
Hyd. N > NW > Bed 9
9 of 12","b2b: 5,
חנות הגינה: 5",10,0,0,10,7,,bn,,Nimrod Wald,0
Monday 01/08/2022,"בייבי סלק
Baby Leaf Greens",01/08/2022,"Beets, MIX עלי ביבי
Ra.1 > L2 > Bed 126
8 of 9",חנות הגינה: 1,1,0,0,1,0.6,,kg,,Nimrod Wald,0
Monday 01/08/2022,"פלפל
Ripe",01/08/2022,"Peppers, Sweet Bite
Ra.2 > C2 > Beds 227-228
2 of 3
Peppers, וולטה - מוארך
Ra.2 > C6m > Beds 205-206 + 1 more Block
1 of 3",חנות הגינה: 1,1,0,0,1,9.3,,kg,רק מה שממש מוכן,Nimrod Wald,0
Monday 01/08/2022,"צנונית
Full-Size",01/08/2022,"Radishes, AZ-506 sisi
Ra.1 > L2 > Bed 125
24 of 26",חנות הגינה: 1,1,0,5,1,1,,bn,,Nimrod Wald,0
Monday 01/08/2022,"עגבניה שרי
Ripe",01/08/2022,"Tomatoes, Lobelo hyd. מורכב
Hyd. 4"" > SE-4""(40) > Bed 108
1 of 12
Tomatoes, Lobelo - חישתיל מורכב
Ra.2 > C1 > Beds 209-210
4 of 12
Tomatoes, Lobelo - חישתיל מורכב
Ra.2 > C1 > Beds 213-216
3 of 12",חנות הגינה: 1,1,0,0,1,7.4,,kg,"כל מה שמוכן
מוכן = 80% אדום",Nimrod Wald,0
Monday 01/08/2022,"עגבניה
Ripe",01/08/2022,"Tomatoes, hyd. montecarlo F1
Hyd. 4"" > NE-4""(50) > Bed 103
8 of 12
Tomatoes, Marmande - מורשת יעל
Ra.2 > C2 > Bed 222
5 of 12
Tomatoes, montecarlo F.1
Ra.2 > C2 > Beds 223-224
6 of 12
Tomatoes, תמר
Ra.4 > Lo18 > Beds 405-406
2 of 12",חנות הגינה: 1,1,0,0,1,6.7,,kg,"בכל המקומות:
קומפוסט, איתמר, בית, ערוגות, 400",Nimrod Wald,0
Monday 01/08/2022,"שעועית
Fresh",01/08/2022,"Beans: Bush & Pole, Hilda - שטוחה מטפסת
Ra.4 > Lo12 > Beds 407-409
1 of 2",חנות הגינה: 1,1,0,0,1,0.3,,kg,,Nimrod Wald,0
Monday 01/08/2022,"בייבי - רוקט
Baby Leaf",01/08/2022,"Arugula, hyd. Rocket
Hyd. S > SW > Bed 26
21 of 26
Arugula, Arugula
Ra.1 > L1 > Bed 118
20 of 26
Arugula, Arugula
Ra.1 > L1 > Bed 120
22 of 26
Arugula, Arugula
Ra.1 > L2 > Bed 128
19 of 26",חנות הגינה: 2,2,0,0,2,1.3,,kg,,Nimrod Wald,0
Monday 01/08/2022,"בייבי נפרדים
Full-Size",01/08/2022,"Lettuce: Salad Mix, מיזונה מיקס
Ra.1 > L2 > Bed 128
28 of 38",חנות הגינה: 2,2,0,0,2,1.5,,kg,,Nimrod Wald,0
Monday 01/08/2022,מלפפון,01/08/2022,"Cucumbers, hyd.  נטע
Hyd. 4"" > NE-4""(50) > Beds 102-103
1 of 3
Cucumbers, Beit Alpha MR
Hyd. 4"" > SE-4""(40) > Beds 107-108
2 of 3",חנות הגינה: 5,5,0,0,5,2.5,,kg,"כל מה שמוכן

להקפיד להפריד בין הזנים - כל זן צד אחר של החממה",Nimrod Wald,0
Monday 01/08/2022,"תבלין - נענע
Full-Size",01/08/2022,,חנות הגינה: 5,5,0,0,5,5,,bn,,Nimrod Wald,0
Monday 01/08/2022,מלון,01/08/2022,"Melons, Galia Regalia
Zvika > zA > Beds 505-506
3 of 3
Melons, Ananas Coquette
Zvika > zA > Beds 507-508
2 of 3",חנות הגינה: 5,5,0,0,5,7,,kg,כל מה שמוכן,Nimrod Wald,0
Monday 01/08/2022,"קייל
Full-Size",01/08/2022,,חנות הגינה: 6,6,0,0,6,6,"Lacinato (Dinosaur): 2,
Scarlet: 2,
גומן: 2",bn,"לייצר צרורות מכל סוג וגם מעורב
צרורות גדולים!!!!",Nimrod Wald,0
Monday 01/08/2022,"בייבי מיקס
Full-Size",01/08/2022,"Lettuce: Salad Mix, Mesclun Mix
Ra.1 > L1 > Bed 113
26 of 38
Lettuce: Salad Mix, Mesclun Mix
Ra.1 > L1 > Bed 117
29 of 38
Lettuce: Salad Mix, Mesclun Mix
Ra.1 > L2 > Bed 127
27 of 38",חנות הגינה: 8,8,0,0,8,8.5,,kg,,Nimrod Wald,0
Thursday 28/07/2022,"פלפל
Ripe",28/07/2022,"Peppers, Sweet Bite
Ra.2 > C2 > Beds 227-228
2 of 3
Peppers, וולטה - מוארך
Ra.2 > C6m > Beds 205-206 + 1 more Block
1 of 3","b2b: 1,
חנות הגינה: 1",2,0,All ripe,2,3.1,,kg,רק מה שממש מוכן,Nimrod Wald,0
Thursday 28/07/2022,"צנונית
Full-Size",28/07/2022,"Radishes, AZ-506 sisi
Ra.1 > L2 > Bed 125
24 of 26","b2b: 10,
חנות הגינה: 6",16,0,0,16,16,,bn,,Nimrod Wald,0
Thursday 28/07/2022,"בזיל
Full-Size",28/07/2022,"Basil, hyd. Prospera
Hyd. N > NE > Bed 1
3 of 7","b2b: 14,
חנות הגינה: 10",24,0,0,24,15,,cs,"לנקות טוב את הגידול בשולחן 1
לקטוף גם בבית ובשדה - ליניב רק צרורות יפים - 14",Nimrod Wald,0
Thursday 28/07/2022,"(ירק) עירית שומית
Full-Size",28/07/2022,,"b2b: 53,
חנות הגינה: 5",58,0,0,58,65,,bn,,Nimrod Wald,0
Thursday 28/07/2022,מלפפון,28/07/2022,"Cucumbers, hyd.  נטע
Hyd. 4"" > NE-4""(50) > Beds 102-103
1 of 3
Cucumbers, Beit Alpha MR
Hyd. 4"" > SE-4""(40) > Beds 107-108
2 of 3",חנות הגינה: 1,1,0,All ripe,1,2,,kg,"כל מה שמוכן

להקפיד להפריד בין הזנים - כל זן צד אחר של החממה",Nimrod Wald,0
Thursday 28/07/2022,חציל,28/07/2022,"Eggplant, Meatball
Ra.1 > L1 > Bed 112
Eggplant, Meatball
Ra.2 > C2 > Beds 219-220
",חנות הגינה: 1,1,0,All ripe,1,3.5,,kg,כל מה שמוכן ממש,Nimrod Wald,0
Thursday 28/07/2022,חציל ארוך,28/07/2022,"Eggplant, Ping Tung Long
Ra.1 > L1 > Beds 110-111
",חנות הגינה: 1,1,0,All ripe,1,7,,kg,,Nimrod Wald,0
Thursday 28/07/2022,"עגבניה שרי
Ripe",28/07/2022,"Tomatoes, Lobelo hyd. מורכב
Hyd. 4"" > SE-4""(40) > Bed 108
1 of 12
Tomatoes, Lobelo - חישתיל מורכב
Ra.2 > C1 > Beds 209-210
4 of 12
Tomatoes, Lobelo - חישתיל מורכב
Ra.2 > C1 > Beds 213-216
3 of 12",חנות הגינה: 1,1,0,All ripe,1,14.75,,kg,"כל מה שמוכן
מוכן = 80% אדום",Nimrod Wald,0
Thursday 28/07/2022,"עגבניה
Ripe",28/07/2022,"Tomatoes, hyd. montecarlo F1
Hyd. 4"" > NE-4""(50) > Bed 103
8 of 12
Tomatoes, Marmande - מורשת יעל
Ra.2 > C2 > Bed 222
5 of 12
Tomatoes, תמר
Ra.4 > Lo18 > Beds 405-406
2 of 12",חנות הגינה: 1,1,0,All ripe,1,7.3,,kg,"בכל המקומות:
קומפוסט, איתמר, בית, ערוגות, 400",Nimrod Wald,0
Thursday 28/07/2022,"שעועית
Fresh",28/07/2022,"Beans: Bush & Pole, Hilda - שטוחה מטפסת
Ra.4 > Lo12 > Beds 407-409
1 of 2",חנות הגינה: 1,1,0,All ripe,1,1.5,,kg,,Nimrod Wald,0
Thursday 28/07/2022,"לוביה
Fresh",28/07/2022,"Beans: Bush & Pole, California Black Eyed
Ra.3 > R2 > Beds 323-324
2 of 2",חנות הגינה: 1,1,0,All ripe,1,0.77,,kg,,Nimrod Wald,0
Thursday 28/07/2022,מלון,28/07/2022,"Melons, Galia Regalia
Zvika > zA > Beds 505-506
3 of 3
Melons, Ananas Coquette
Zvika > zA > Beds 507-508
2 of 3",חנות הגינה: 1,1,0,All ripe,1,2,,kg,כל מה שמוכן,Nimrod Wald,0
Thursday 28/07/2022,"(ירק) בצל ירוק
Full-Size",28/07/2022,"Onions: Scallions, hyd. Aldorado
Hyd. N > NW > Bed 15
10 of 13",חנות הגינה: 10,10,0,0,10,10,,bn,,Nimrod Wald,0
Thursday 28/07/2022,"בייבי - רוקט
Baby Leaf",28/07/2022,"Arugula, hyd. Rocket
Hyd. S > SW > Bed 26
21 of 26
Arugula, Arugula
Ra.1 > L1 > Bed 118
20 of 26
Arugula, Arugula
Ra.1 > L2 > Bed 128
19 of 26",חנות הגינה: 2,2,0,0,2,2.7,,kg,,Nimrod Wald,0
Thursday 28/07/2022,"בייבי נפרדים
Full-Size",28/07/2022,"Lettuce: Salad Mix, מיזונה מיקס
Ra.1 > L2 > Bed 128
28 of 38",חנות הגינה: 2,2,0,0,2,0.85,,kg,,Nimrod Wald,0
Thursday 28/07/2022,"סלרי
Full-Size",28/07/2022,"Celery, hyd. Early Bell
Hyd. N > NW > Bed 9
9 of 12",חנות הגינה: 5,5,0,0,5,5,,bn,,Nimrod Wald,0
Thursday 28/07/2022,"קייל
Full-Size",28/07/2022,,חנות הגינה: 6,6,0,0,6,6,Lacinato (Dinosaur): 6,bn,"לייצר צרורות מכל סוג וגם מעורב
צרורות גדולים!!!!",Nimrod Wald,0
Thursday 28/07/2022,"תבלין - נענע
Full-Size",28/07/2022,,חנות הגינה: 6,6,0,0,6,6,,bn,,Nimrod Wald,0
Thursday 28/07/2022,"בייבי מיקס
Full-Size",28/07/2022,"Lettuce: Salad Mix, Mesclun Mix
Ra.1 > L1 > Bed 113
26 of 38
Lettuce: Salad Mix, Mesclun Mix
Ra.1 > L1 > Bed 117
29 of 38
Lettuce: Salad Mix, Mesclun Mix
Ra.1 > L2 > Bed 127
27 of 38",חנות הגינה: 8,8,0,0,8,4,,kg,סהכ עלי בייבי לפחות 11 קג,Nimrod Wald,0
Monday 25/07/2022,"בייבי - רוקט
Baby Leaf",25/07/2022,"Arugula, Arugula
Ra.1 > L1 > Bed 118
20 of 26
Arugula, Arugula
Ra.1 > L2 > Bed 128
19 of 26",חנות הגינה: 1,1,0,0,1,0.9,,kg,,Nimrod Wald,0
Monday 25/07/2022,"בייבי נפרדים
Full-Size",25/07/2022,"Lettuce: Salad Mix, מיזונה מיקס
Ra.1 > L2 > Bed 128
28 of 38",חנות הגינה: 1,1,0,0,1,1.7,,kg,,Nimrod Wald,0
Monday 25/07/2022,מלפפון,25/07/2022,"Cucumbers, hyd.  נטע
Hyd. 4"" > NE-4""(50) > Beds 102-103
1 of 3
Cucumbers, Beit Alpha MR
Hyd. 4"" > SE-4""(40) > Beds 107-108
2 of 3",חנות הגינה: 1,1,0,0,1,6,,kg,"כל מה שמוכן

להקפיד להפריד בין הזנים - כל זן צד אחר של החממה",Nimrod Wald,0
Monday 25/07/2022,חציל,25/07/2022,"Eggplant, Meatball
Ra.1 > L1 > Bed 112
Eggplant, Meatball
Ra.2 > C2 > Beds 219-220
",חנות הגינה: 1,1,0,0,1,3,,kg,כל מה שמוכן ממש,Nimrod Wald,0
Monday 25/07/2022,חציל ארוך,25/07/2022,"Eggplant, Ping Tung Long
Ra.1 > L1 > Beds 110-111
",חנות הגינה: 1,1,0,0,1,0.8,,kg,,Nimrod Wald,0
Monday 25/07/2022,"פלפל
Ripe",25/07/2022,"Peppers, Sweet Bite
Ra.2 > C2 > Beds 227-228
2 of 3
Peppers, וולטה - מוארך
Ra.2 > C6m > Beds 205-206 + 1 more Block
1 of 3",חנות הגינה: 1,1,0,All ripe,1,5.6,,kg,רק מה שממש מוכן,Nimrod Wald,0
Monday 25/07/2022,קישוא - זוקיני,25/07/2022,"Summer Squash, Nero di Milano
Ra.3 > R3 > Bed 329
2 of 5",חנות הגינה: 1,1,0,All ripe,1,5,,kg,סופי,Nimrod Wald,0
Monday 25/07/2022,קישוא - מיוחד,25/07/2022,"Summer Squash, Striata D'Napoli - פסים
Ra.3 > R1 > Bed 305
4 of 5
Summer Squash, Striata D'Napoli - פסים
Ra.3 > R1 > Bed 314
1 of 5",חנות הגינה: 1,1,0,All ripe,1,4,,kg,סופי,Nimrod Wald,0
Monday 25/07/2022,"עגבניה שרי
Ripe",25/07/2022,"Tomatoes, Lobelo hyd. מורכב
Hyd. 4"" > SE-4""(40) > Bed 108
1 of 12
Tomatoes, Lobelo - חישתיל מורכב
Ra.2 > C1 > Beds 209-210
4 of 12
Tomatoes, Lobelo - חישתיל מורכב
Ra.2 > C1 > Beds 213-216
3 of 12",חנות הגינה: 1,1,0,All ripe,1,21.5,,kg,"כל מה שמוכן
מוכן = 80% אדום",Nimrod Wald,0
Monday 25/07/2022,"עגבניה
Ripe",25/07/2022,"Tomatoes, hyd. montecarlo F1
Hyd. 4"" > NE-4""(50) > Bed 103
8 of 12
Tomatoes, Marmande - מורשת יעל
Ra.2 > C2 > Bed 222
5 of 12
Tomatoes, תמר
Ra.4 > Lo18 > Beds 405-406
2 of 12",חנות הגינה: 1,1,0,All ripe,1,14,,kg,"בכל המקומות:
קומפוסט, איתמר, בית, ערוגות, 400",Nimrod Wald,0
Monday 25/07/2022,דלעת יפנית,25/07/2022,"Winter Squash, Red Kuri
Ra.3 > R2 > Beds 321-322
6 of 6",חנות הגינה: 1,1,0,0,1,7.7,,kg,כל מה שמוכן ממש ממש - בשני הגידולים,Nimrod Wald,0
Monday 25/07/2022,דלעת ערמונים,25/07/2022,"Winter Squash, Table Queen
Ra.3 > R2 > Beds 317-320
1 of 6",חנות הגינה: 1,1,0,0,1,5,,kg,קטיף סופי להכול,Nimrod Wald,0
Monday 25/07/2022,"שעועית
Fresh",25/07/2022,"Beans: Bush & Pole, Hilda - שטוחה מטפסת
Ra.4 > Lo12 > Beds 407-409
1 of 2",חנות הגינה: 1,1,0,All ripe,1,3,,kg,,Nimrod Wald,0
Monday 25/07/2022,"לוביה
Fresh",25/07/2022,"Beans: Bush & Pole, California Black Eyed
Ra.3 > R2 > Beds 323-324
2 of 2",חנות הגינה: 1,1,0,0,1,1,,kg,,Nimrod Wald,0
Monday 25/07/2022,מלון,25/07/2022,"Melons, Galia Regalia
Zvika > zA > Beds 505-506
3 of 3
Melons, Ananas Coquette
Zvika > zA > Beds 507-508
2 of 3",חנות הגינה: 1,1,0,0,1,1,,kg,כל מה שמוכן,Nimrod Wald,0
Monday 25/07/2022,"(ירק) בצל ירוק
Full-Size",25/07/2022,"Onions: Scallions, hyd. Aldorado
Hyd. N > NW > Bed 15
10 of 13",חנות הגינה: 10,10,0,0,10,11,,bn,,Nimrod Wald,0
Monday 25/07/2022,"גזר
Full-Size",25/07/2022,"Carrots, Nantes Half Long
Ra.1 > L2 > Beds 121-124
2 of 3
Carrots, Nantes Half Long
Ra.3 > R2 > Beds 325-326
3 of 3",חנות הגינה: 10,10,0,0,10,11.8,,bn,"קטיף סופי ב300 
לסיים ערוגה ב100",Nimrod Wald,0
Monday 25/07/2022,"(חסה) סלנובה
Full-Size",25/07/2022,"Lettuce, hyd. סלנובה
Hyd. S > SE > Bed 21
56 of 68",חנות הגינה: 12,12,0,0,12,20,,cs,,Nimrod Wald,0
Monday 25/07/2022,"בזיל
Full-Size",25/07/2022,"Basil, hyd. Prospera
Hyd. N > NE > Bed 1
3 of 7
Basil, hyd. Prospera
Hyd. S > SW > Bed 24
5 of 7",חנות הגינה: 15,15,0,0,15,15,,cs,לכסח חזק בזיל ישן בשולחן 24 - יוצא!!,Nimrod Wald,0
Monday 25/07/2022,"(ירק) עירית שומית
Full-Size",25/07/2022,,חנות הגינה: 3,3,0,0,3,6,,bn,,Nimrod Wald,0
Monday 25/07/2022,"תבלין - נענע
Full-Size",25/07/2022,,חנות הגינה: 4,4,0,0,4,4,,bn,,Nimrod Wald,0
Monday 25/07/2022,"קייל
Full-Size",25/07/2022,,חנות הגינה: 6,6,0,0,6,8,"Lacinato (Dinosaur): 6,
Scarlet: 2",bn,"לייצר צרורות מכל סוג וגם מעורב
צרורות גדולים!!!!",Nimrod Wald,0
Monday 25/07/2022,"צנונית
Full-Size",25/07/2022,"Radishes, AZ-506 sisi
Ra.1 > L2 > Bed 125
24 of 26",חנות הגינה: 6,6,0,0,6,6,,bn,,Nimrod Wald,0
Monday 25/07/2022,"בייבי מיקס
Full-Size",25/07/2022,"Lettuce: Salad Mix, Mesclun Mix
Ra.1 > L1 > Bed 113
26 of 38
Lettuce: Salad Mix, Mesclun Mix
Ra.1 > L1 > Bed 117
29 of 38
Lettuce: Salad Mix, Mesclun Mix
Ra.1 > L2 > Bed 127
27 of 38",חנות הגינה: 8,8,0,0,8,8,,kg,,Nimrod Wald,0
Thursday 21/07/2022,"בייבי נפרדים
Full-Size",21/07/2022,"Lettuce: Salad Mix, מיזונה מיקס
Ra.1 > L2 > Bed 128
28 of 38",חנות הגינה: 1,1,0,0,1,1.7,,kg,,Nimrod Wald,0
Thursday 21/07/2022,מלפפון,21/07/2022,"Cucumbers, hyd.  נטע
Hyd. 4"" > NE-4""(50) > Beds 102-103
1 of 3
Cucumbers, Beit Alpha MR
Hyd. 4"" > SE-4""(40) > Beds 107-108
2 of 3",חנות הגינה: 1,1,0,All ripe,1,2.5,,kg,"כל מה שמוכן

להקפיד להפריד בין הזנים - כל זן צד אחר של החממה",Nimrod Wald,0
Thursday 21/07/2022,חציל,21/07/2022,"Eggplant, Meatball
Ra.1 > L1 > Bed 112
Eggplant, Meatball
Ra.2 > C2 > Beds 219-220
",חנות הגינה: 1,1,0,All ripe,1,9.6,,kg,כל מה שמוכן ממש,Nimrod Wald,0
Thursday 21/07/2022,חציל ארוך,21/07/2022,"Eggplant, Ping Tung Long
Ra.1 > L1 > Beds 110-111
",חנות הגינה: 1,1,0,All ripe,1,2.6,,kg,,Nimrod Wald,0
Thursday 21/07/2022,"פלפל חריף
Ripe",21/07/2022,"Peppers, Thai Red Chili
Ra.2 > C2 > Bed 217
Peppers, אלטר - לפיד
Ra.2 > C2 > Bed 218
",חנות הגינה: 1,1,0,All ripe,1,2.5,,kg,,Nimrod Wald,0
Thursday 21/07/2022,"פלפל
Ripe",21/07/2022,"Peppers, Sweet Bite
Ra.2 > C2 > Beds 227-228
2 of 3
Peppers, וולטה - מוארך
Ra.2 > C6m > Beds 205-206 + 1 more Block
1 of 3",חנות הגינה: 1,1,0,All ripe,1,14.2,,kg,,Nimrod Wald,0
Thursday 21/07/2022,קישוא - זוקיני,21/07/2022,,חנות הגינה: 1,1,0,0,1,3,,kg,"לקטוף כל מה שבגודל 15 סמ ומעלה
לתעד לפי זנים לא לפי ערוגות",Nimrod Wald,0
Thursday 21/07/2022,קישוא - מיוחד,21/07/2022,,חנות הגינה: 1,1,0,0,1,4.5,,kg,"לקטוף כל מה שבגודל 15 סמ ומעלה
לתעד לפי זנים לא לפי ערוגות",Nimrod Wald,0
Thursday 21/07/2022,"עגבניה שרי
Ripe",21/07/2022,"Tomatoes, Lobelo hyd. מורכב
Hyd. 4"" > SE-4""(40) > Bed 108
1 of 12
Tomatoes, Lobelo - חישתיל מורכב
Ra.2 > C1 > Beds 209-210
4 of 12
Tomatoes, Lobelo - חישתיל מורכב
Ra.2 > C1 > Beds 213-216
3 of 12",חנות הגינה: 1,1,0,All ripe,1,1.5,,kg,"כל מה שמוכן
מוכן = 80% אדום",Nimrod Wald,0
Thursday 21/07/2022,"עגבניה
Ripe",21/07/2022,"Tomatoes, hyd. montecarlo F1
Hyd. 4"" > NE-4""(50) > Bed 103
8 of 12
Tomatoes, Marmande - מורשת יעל
Ra.2 > C2 > Bed 222
5 of 12
Tomatoes, תמר
Ra.4 > Lo18 > Beds 405-406
2 of 12",חנות הגינה: 1,1,0,All ripe,1,25,,kg,"בכל המקומות:
קומפוסט, איתמר, בית, ערוגות, 400",Nimrod Wald,0
Thursday 21/07/2022,דלעת ערמונים,21/07/2022,"Winter Squash, Table Queen
Ra.3 > R2 > Beds 317-320
1 of 6
Winter Squash, Table Queen
Ra.3 > R6m > Beds 302-304
4 of 6",חנות הגינה: 1,1,0,All ripe,1,5.7,,kg,כל מה שמוכן,Nimrod Wald,0
Thursday 21/07/2022,"שעועית
Fresh",21/07/2022,"Beans: Bush & Pole, Hilda - שטוחה מטפסת
Ra.4 > Lo12 > Beds 407-409
1 of 2",חנות הגינה: 1,1,0,0,1,1.5,,kg,,Nimrod Wald,0
Thursday 21/07/2022,מלון,21/07/2022,"Melons, Galia Regalia
Zvika > zA > Beds 505-506
3 of 3
Melons, Ananas Coquette
Zvika > zA > Beds 507-508
2 of 3",חנות הגינה: 1,1,0,All ripe,1,2,,kg,כל מה שמוכן,Nimrod Wald,0
Thursday 21/07/2022,שלפח-גולדן ברי,21/07/2022,,חנות הגינה: 1,1,0,0,1,0.5,,kg,,Nimrod Wald,0
Thursday 21/07/2022,"(ירק) בצל ירוק
Full-Size",21/07/2022,"Onions: Scallions, hyd. Aldorado
Hyd. N > NW > Bed 15
9 of 13",חנות הגינה: 10,10,0,0,10,11,,bn,,Nimrod Wald,0
Thursday 21/07/2022,"בזיל
Full-Size",21/07/2022,"Basil, hyd. Prospera
Hyd. N > NE > Bed 1
3 of 7",חנות הגינה: 15,15,0,0,15,9,,cs,,Nimrod Wald,0
Thursday 21/07/2022,"צנונית
Full-Size",21/07/2022,"Radishes, AZ-506 sisi
Ra.1 > L2 > Bed 125
24 of 26",חנות הגינה: 15,15,0,0,15,15,,bn,,Nimrod Wald,0
Thursday 21/07/2022,"אמרנט - תרד הודי
Baby Leaf",21/07/2022,,חנות הגינה: 2,2,0,0,2,2,הודי אדום: 2,cs,,Nimrod Wald,0
Thursday 21/07/2022,"בייבי - רוקט
Baby Leaf",21/07/2022,"Arugula, Arugula
Ra.1 > L1 > Bed 118
20 of 26
Arugula, Arugula
Ra.1 > L2 > Bed 128
19 of 26",חנות הגינה: 3,3,0,0,3,0.4,,kg,,Nimrod Wald,0
Thursday 21/07/2022,"סלרי
Full-Size",21/07/2022,"Celery, hyd. Early Bell
Hyd. N > NW > Bed 9
9 of 12",חנות הגינה: 5,5,0,0,5,2,,bn,,Nimrod Wald,0
Thursday 21/07/2022,"(ירק) פטרוזיליה
Full-Size",21/07/2022,"Parsley, hyd. Borjo
Hyd. N > NW > Bed 12
5 of 8
Parsley, בורג'ו - נטע
Ra.1 > L3 > Beds 133-135
6 of 8",חנות הגינה: 5,5,0,0,5,5,,bn,,Nimrod Wald,0
Thursday 21/07/2022,"קייל
Full-Size",21/07/2022,,חנות הגינה: 6,6,0,0,6,6,"Lacinato (Dinosaur): 2,
Scarlet: 2,
גומן: 2",bn,"לייצר צרורות מכל סוג וגם מעורב
צרורות גדולים!!!!",Nimrod Wald,0
Thursday 21/07/2022,"בייבי מיקס
Full-Size",21/07/2022,"Lettuce: Salad Mix, Mesclun Mix
Ra.1 > L1 > Bed 113
26 of 38
Lettuce: Salad Mix, Mesclun Mix
Ra.1 > L2 > Bed 127
27 of 38",חנות הגינה: 6,6,0,0,6,4.3,,kg,,Nimrod Wald,0
Thursday 21/07/2022,"תבלין - נענע
Full-Size",21/07/2022,,חנות הגינה: 6,6,0,0,6,6,,bn,,Nimrod Wald,0
Thursday 21/07/2022,"(ירק) עירית שומית
Full-Size",21/07/2022,,חנות הגינה: 8,8,0,0,8,8,,bn,,Nimrod Wald,0
Monday 18/07/2022,"בייבי נפרדים
Full-Size",18/07/2022,"Lettuce: Salad Mix, מיזונה מיקס
Ra.1 > L2 > Bed 128
28 of 38",חנות הגינה: 1,1,0,0,1,2,,kg,,Nimrod Wald,0
Monday 18/07/2022,מלפפון,18/07/2022,"Cucumbers, hyd.  נטע
Hyd. 4"" > NE-4""(50) > Beds 102-103
1 of 3
Cucumbers, Beit Alpha MR
Hyd. 4"" > SE-4""(40) > Beds 107-108
2 of 3",חנות הגינה: 1,1,0,All ripe,1,2.4,,kg,"כל מה שמוכן

להקפיד להפריד בין הזנים - כל זן צד אחר של החממה",Nimrod Wald,0
