Site Name,Field Name,Field Name Version,Block Name,Bed Number,Bed Length,1st Rotation Planting Name,1st Rotation Crop,1st Rotation Start Date,1st Rotation End Date,2nd Rotation Planting Name,2nd Rotation Crop,2nd Rotation Start Date,2nd Rotation End Date,3rd Rotation Planting Name,3rd Rotation Crop,3rd Rotation Start Date,3rd Rotation End Date,4th Rotation Planting Name,4th Rotation Crop,4th Rotation Start Date,4th Rotation End Date,5th Rotation Planting Name,5th Rotation Crop,5th Rotation Start Date,5th Rotation End Date,6th Rotation Planting Name,6th Rotation Crop,6th Rotation Start Date,6th Rotation End Date,7th Rotation Planting Name,7th Rotation Crop,7th Rotation Start Date,7th Rotation End Date,8th Rotation Planting Name,8th Rotation Crop,8th Rotation Start Date,8th Rotation End Date,9th Rotation Planting Name,9th Rotation Crop,9th Rotation Start Date,9th Rotation End Date,10th Rotation Planting Name,10th Rotation Crop,10th Rotation Start Date,10th Rotation End Date,11th Rotation Planting Name,11th Rotation Crop,11th Rotation Start Date,11th Rotation End Date,12th Rotation Planting Name,12th Rotation Crop,12th Rotation Start Date,12th Rotation End Date,13th Rotation Planting Name,13th Rotation Crop,13th Rotation Start Date,13th Rotation End Date,14th Rotation Planting Name,14th Rotation Crop,14th Rotation Start Date,14th Rotation End Date
Ramim,Ra.2,,C2,22,,"Leeks, Alto",Leeks,21/07/2021,17/01/2022,"Arugula, Arugula, Baby Leaf",Arugula,18/01/2022,21/05/2022,"Tomatoes, Slicer, Marmande - מורשת יעל, Ripe",Tomatoes,27/01/2022,30/09/2022,"Cilantro, Santirini - נטע, Leaf",Cilantro,19/10/2022,08/01/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C2,23,,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,28/12/2021,12/04/2022,"Tomatoes, Slicer, montecarlo F.1, Ripe",Tomatoes,28/03/2022,30/09/2022,"Chard, Fordhook Giant, Full-Size",Chard,26/10/2022,09/04/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C2,24,,"Arugula, Arugula, Baby Leaf",Arugula,28/12/2021,10/04/2022,"Tomatoes, Slicer, montecarlo F.1, Ripe",Tomatoes,28/03/2022,30/09/2022,"Chard, Fordhook Giant, Full-Size",Chard,26/10/2022,09/04/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C2,25,,"Parsley, בורג'ו - נטע, Full-Size",Parsley,19/06/2021,23/03/2022,"Peppers, Sweet, וולטה - מוארך, Ripe",Peppers,06/04/2022,12/10/2022,"Leeks, Alto",Leeks,30/05/2022,24/02/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C2,26,,"Parsley, בורג'ו - נטע, Full-Size",Parsley,19/06/2021,23/03/2022,"Peppers, Sweet, וולטה - מוארך, Ripe",Peppers,06/04/2022,12/10/2022,"Leeks, Alto",Leeks,30/05/2022,24/02/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C2,27,,"Parsley, בורג'ו - נטע, Full-Size",Parsley,19/06/2021,23/03/2022,"Peppers, Sweet, Sweet Bite, Ripe",Peppers,06/04/2022,12/10/2022,"Kohlrabi, קרף - נטע, Full-Size",Kohlrabi,14/09/2022,14/01/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.2,,C2,28,,"Parsley, בורג'ו - נטע, Full-Size",Parsley,19/06/2021,23/03/2022,"Peppers, Sweet, Sweet Bite, Ripe",Peppers,06/04/2022,12/10/2022,"Kohlrabi, קרף - נטע, Full-Size",Kohlrabi,13/10/2022,16/02/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R6m,1,,"Mint, Common Mint, Full-Size",Mint,01/01/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R6m,2,,"Garlic, Hardneck, שני - מהגינה, Bulb",Garlic,06/10/2021,26/04/2022,"Winter Squash, Table Queen",Winter Squash,16/03/2022,08/08/2022,"Jicama, Itay",Jicama,20/06/2022,24/10/2022,"Leeks, Alto",Leeks,16/11/2022,04/06/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R6m,3,,"Garlic, Hardneck, שני - מהגינה, Bulb",Garlic,06/10/2021,26/04/2022,"Winter Squash, Table Queen",Winter Squash,16/03/2022,08/08/2022,"Jicama, Itay",Jicama,20/06/2022,24/10/2022,"Leeks, Alto",Leeks,16/11/2022,04/06/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R6m,4,,"Garlic, Hardneck, שני - מהגינה, Bulb",Garlic,06/10/2021,26/04/2022,"Winter Squash, Table Queen",Winter Squash,16/03/2022,08/08/2022,"Jicama, Itay",Jicama,20/06/2022,24/10/2022,"Leeks, Alto",Leeks,16/11/2022,04/06/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R1,5,,"Jicama, Itay",Jicama,20/07/2021,14/01/2022,"Summer Squash, Zucchini, Striata D'Napoli - פסים",Summer Squash,09/02/2022,02/08/2022,"Broccoli, Heading, Partenon, Full-Size",Broccoli,14/09/2022,24/01/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R1,6,,"Jicama, Itay",Jicama,20/07/2021,14/01/2022,"Summer Squash, Zucchini, Alberrllo DI Sarzana",Summer Squash,19/01/2022,26/07/2022,"Broccoli, Heading, Partenon, Full-Size",Broccoli,14/09/2022,24/01/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R1,7,,"Winter Squash, Red Kuri",Winter Squash,27/01/2022,30/07/2022,"Broccoli, Heading, Partenon, Full-Size",Broccoli,14/09/2022,24/01/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R1,8,,"Winter Squash, Red Kuri",Winter Squash,27/01/2022,30/07/2022,"Broccoli, Heading, Partenon, Full-Size",Broccoli,14/09/2022,24/01/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R1,9,,"Chard, Bright Lights, Full-Size",Chard,07/10/2021,08/06/2022,"Hibiscus, Generic Variety",Hibiscus,30/05/2022,17/01/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R1,10,,"Chard, Bright Lights, Full-Size",Chard,07/10/2021,08/06/2022,"Hibiscus, Generic Variety",Hibiscus,30/05/2022,17/01/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R1,11,,"Radishes, French Breakfast, Full-Size",Radishes,24/11/2021,12/01/2022,"Radishes, French Breakfast, Full-Size",Radishes,13/12/2021,10/02/2022,"Ginger, Generic Variety",Ginger,07/07/2022,13/01/2023,"Turmeric, Elad",Turmeric,07/07/2022,18/12/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R1,12,,"Radishes, ice candle, Full-Size",Radishes,06/01/2022,10/04/2022,"Radishes, French Breakfast, Full-Size",Radishes,18/01/2022,30/03/2022,"Turmeric, Elad",Turmeric,07/07/2022,18/12/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R1,13,,"Radishes, ice candle, Full-Size",Radishes,10/11/2021,07/01/2022,"Radishes, French Breakfast, Full-Size",Radishes,10/11/2021,04/01/2022,"Winter Squash, Honeynut",Winter Squash,16/03/2022,07/08/2022,"Kohlrabi, Korist, Full-Size",Kohlrabi,11/10/2022,09/01/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R1,14,,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,12/10/2021,27/01/2022,"Summer Squash, Zucchini, Striata D'Napoli - פסים",Summer Squash,19/01/2022,30/07/2022,"Kohlrabi, Korist, Full-Size",Kohlrabi,11/10/2022,09/01/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R1,15,,"Arugula, Arugula, Baby Leaf",Arugula,12/10/2021,28/01/2022,"Summer Squash, Zucchini, גילי - בהיר",Summer Squash,21/02/2022,13/07/2022,"Beets, ברסקו - עגול, Full-Size Root",Beets,11/10/2022,19/01/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R1,16,,"Summer Squash, Zucchini, גילי - בהיר",Summer Squash,21/02/2022,13/07/2022,"Beets, ברסקו - עגול, Full-Size Root",Beets,11/10/2022,19/01/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R2,17,,"Lettuce: Salad Mix, טאטסוי בייבי, Full-Size",Lettuce: Salad Mix,24/11/2021,29/01/2022,"Lettuce: Salad Mix, קייל בייבי, Full-Size",Lettuce: Salad Mix,24/11/2021,08/02/2022,"Winter Squash, Table Queen",Winter Squash,21/02/2022,10/07/2022,"Beets, Chioggia Guardsmark, Full-Size Root",Beets,07/09/2022,02/01/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R2,18,,"Cress, Persian, רשאד, Full-Size",Cress,24/11/2021,23/01/2022,"Lettuce: Salad Mix, מיזונה מיקס, Full-Size",Lettuce: Salad Mix,24/11/2021,29/01/2022,"Winter Squash, Table Queen",Winter Squash,21/02/2022,10/07/2022,"Beets, Boldor, Full-Size Root",Beets,15/09/2022,15/12/2022,"Beets, Chioggia Guardsmark, Full-Size Root",Beets,15/09/2022,15/12/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R2,19,,"Winter Squash, Table Queen",Winter Squash,21/02/2022,10/07/2022,"Beets, ברסקו - עגול, Full-Size Root",Beets,15/09/2022,29/12/2022,"Cabbage, Ruby Ball, Full-Size",Cabbage,29/11/2022,06/04/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R2,20,,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,10/11/2021,19/01/2022,"Winter Squash, Table Queen",Winter Squash,21/02/2022,10/07/2022,"Beets, ברסקו - עגול, Full-Size Root",Beets,15/09/2022,29/12/2022,"Cabbage, Ruby Ball, Full-Size",Cabbage,29/11/2022,06/04/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R2,21,,"Carrots, Nantes Half Long, Full-Size",Carrots,12/10/2021,13/05/2022,"Winter Squash, Red Kuri",Winter Squash,19/05/2022,17/08/2022,"Peas, Snow, Norli, Full-Size",Peas,01/11/2022,06/03/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R2,22,,"Carrots, Nantes Half Long, Full-Size",Carrots,12/10/2021,13/05/2022,"Winter Squash, Red Kuri",Winter Squash,19/05/2022,17/08/2022,"Peas, Snow, Norli, Full-Size",Peas,01/11/2022,06/03/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R2,23,,"Carrots, Nantes Half Long, Full-Size",Carrots,12/10/2021,13/05/2022,"Beans: Bush & Pole, Bush, California Black Eyed, Fresh",Beans: Bush & Pole,18/05/2022,21/09/2022,"Peas, Snow, Norli, Full-Size",Peas,04/10/2022,20/02/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R2,24,,"Carrots, Nantes Half Long, Full-Size",Carrots,12/10/2021,13/05/2022,"Beans: Bush & Pole, Bush, California Black Eyed, Fresh",Beans: Bush & Pole,18/05/2022,21/09/2022,"Peas, Snow, Norli, Full-Size",Peas,04/10/2022,20/02/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R2,25,,"Radishes, ice candle, Full-Size",Radishes,28/10/2021,13/01/2022,"Radishes, AZ-506 sisi, Full-Size",Radishes,28/10/2021,13/01/2022,"Carrots, Nantes Half Long, Full-Size",Carrots,02/02/2022,26/07/2022,"Kohlrabi, Korist, Full-Size",Kohlrabi,06/09/2022,01/12/2022,"Beets, Generic Variety, Full-Size Root",Beets,29/11/2022,27/03/2023,"Beets, ברסקו - עגול, Full-Size Root",Beets,20/12/2022,30/03/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R2,26,,"Lettuce: Salad Mix, נטע מיקס - Luna Nera+Cavalo, Full-Size",Lettuce: Salad Mix,28/10/2021,31/01/2022,"Carrots, Nantes Half Long, Full-Size",Carrots,02/02/2022,26/07/2022,"Kohlrabi, Korist, Full-Size",Kohlrabi,06/09/2022,01/12/2022,"Beets, Generic Variety, Full-Size Root",Beets,29/11/2022,27/03/2023,"Beets, ברסקו - עגול, Full-Size Root",Beets,20/12/2022,30/03/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R2,27,,"Beets, MIX עלי ביבי, Baby Leaf Greens",Beets,06/01/2022,08/07/2022,"Fennel, Orion, Full-Size",Fennel,04/10/2022,09/01/2023,"Beets, מיקס ציבעוני, Full-Size Root",Beets,28/12/2022,02/05/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R2,28,,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,28/10/2021,23/01/2022,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,02/02/2022,14/04/2022,"Radishes, AZ-506 sisi, Full-Size",Radishes,24/05/2022,09/07/2022,"Fennel, Orion, Full-Size",Fennel,06/09/2022,24/12/2022,"Beets, מיקס ציבעוני, Full-Size Root",Beets,28/12/2022,02/05/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R3,29,,"Beets, MIX עלי ביבי, Baby Leaf Greens",Beets,12/10/2021,14/02/2022,"Summer Squash, Zucchini, Nero di Milano",Summer Squash,21/02/2022,30/07/2022,"Fennel, Orion, Full-Size",Fennel,17/08/2022,21/12/2022,"Leeks, Alto",Leeks,07/09/2022,04/05/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R3,30,,"Leeks, Alto",Leeks,02/11/2021,15/06/2022,"Fennel, Orion, Full-Size",Fennel,17/08/2022,21/12/2022,"Leeks, Alto",Leeks,07/09/2022,04/05/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R3,31,,"Leeks, Alto",Leeks,02/11/2021,15/06/2022,"Broccoli, Heading, Partenon, Full-Size",Broccoli,12/10/2022,01/03/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R3,32,,"Leeks, Alto",Leeks,02/11/2021,15/06/2022,"Broccoli, Heading, Partenon, Full-Size",Broccoli,12/10/2022,01/03/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R3,33,,"Radishes, Daikon Long, Full-Size",Radishes,30/09/2021,03/01/2022,"Radishes, Daikon Long, Full-Size",Radishes,12/10/2021,01/01/2022,"Radishes, Nero Tondo, Full-Size",Radishes,19/10/2021,16/02/2022,"Radishes, Nero Tondo, Full-Size",Radishes,13/12/2021,11/02/2022,"Winter Squash, Red Kuri",Winter Squash,27/01/2022,30/07/2022,"Broccoli, Heading, Partenon, Full-Size",Broccoli,12/10/2022,01/03/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R3,34,,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,13/12/2021,22/02/2022,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,21/03/2022,11/05/2022,"Broccoli, Heading, Partenon, Full-Size",Broccoli,12/10/2022,01/03/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R3,35,,"Arugula, Arugula, Baby Leaf",Arugula,13/12/2021,01/03/2022,"Leeks, Alto",Leeks,16/02/2022,13/11/2022,"Arugula, Arugula, Baby Leaf",Arugula,21/03/2022,11/05/2022,"Wheat, Hard Red Winter, Generic Variety, Full-Size",Wheat,10/11/2022,25/04/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.3,,R3,36,,"Lettuce: Salad Mix, Mesclun Mix, Full-Size",Lettuce: Salad Mix,06/01/2022,05/04/2022,"Winter Squash, Honeynut",Winter Squash,16/03/2022,07/08/2022,"Wheat, Hard Red Winter, Generic Variety, Full-Size",Wheat,10/11/2022,25/04/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.4,,Lo24,1,,"Leeks, Alto",Leeks,30/11/2021,18/06/2022,"Tomatoes, Slicer, תמר, Ripe",Tomatoes,06/07/2022,23/11/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.4,,Lo24,2,,"Cabbage, פרוקטור, Full-Size",Cabbage,05/10/2021,28/05/2022,"Leeks, Alto",Leeks,16/03/2022,03/01/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.4,,Lo18,3,,"Winter Squash, Honeynut",Winter Squash,19/01/2022,09/08/2022,"Cabbage, Ruby Ball, Full-Size",Cabbage,06/09/2022,24/01/2023,"Cabbage, ירוק, Full-Size",Cabbage,06/09/2022,24/01/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.4,,Lo18,4,,"Winter Squash, Honeynut",Winter Squash,19/01/2022,09/08/2022,"Cabbage, ירוק, Full-Size",Cabbage,06/09/2022,24/01/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.4,,Lo18,5,,"Tomatoes, Slicer, תמר, Ripe",Tomatoes,30/03/2022,22/08/2022,"Cabbage, ירוק, Full-Size",Cabbage,11/10/2022,28/02/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.4,,Lo18,6,,"Jicama, Yucca",Jicama,02/02/2021,21/02/2022,"Hibiscus, Generic Variety",Hibiscus,13/04/2021,03/02/2022,"Tomatoes, Slicer, תמר, Ripe",Tomatoes,30/03/2022,22/08/2022,"Cabbage, Ruby Ball, Full-Size",Cabbage,11/10/2022,28/02/2023,"Cabbage, ירוק, Full-Size",Cabbage,11/10/2022,28/02/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.4,,Lo12,7,,"Tomatoes, Paste, תמר - זוהרה, Ripe",Tomatoes,28/04/2022,12/08/2022,"Beans: Bush & Pole, Pole, Hilda - שטוחה מטפסת, Fresh",Beans: Bush & Pole,02/05/2022,17/08/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.4,,Lo12,8,,"Tomatoes, Paste, תמר - זוהרה, Ripe",Tomatoes,28/04/2022,12/08/2022,"Beans: Bush & Pole, Pole, Hilda - שטוחה מטפסת, Fresh",Beans: Bush & Pole,02/05/2022,17/08/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,Ra.4,,Lo12,9,,"Tomatoes, Paste, תמר - זוהרה, Ripe",Tomatoes,28/04/2022,12/08/2022,"Beans: Bush & Pole, Pole, Hilda - שטוחה מטפסת, Fresh",Beans: Bush & Pole,02/05/2022,17/08/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,side,,100,1,,"Chives, Common, Full-Size",Chives,06/07/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,side,,100,2,,"Chives, Garlic, Garlic Geisha, Full-Size",Chives,01/09/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,side,,200,3,,"Thyme, Generic Variety, Full-Size",Thyme,25/05/2020,,"Lemon Verbena, Lemon Verbena",Lemon Verbena,01/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramim,side,,300,4,,"Mint, Doublemint, Full-Size",Mint,01/01/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zA,1,,"Kale, Lacinato (Dinosaur), Full-Size",Kale,12/01/2021,14/02/2022,"Melons, פרלינה",Melons,21/02/2022,11/07/2022,"Carrots, Nantes Half Long, Full-Size",Carrots,29/09/2022,10/03/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zA,2,,"Kale, Lacinato (Dinosaur), Full-Size",Kale,12/01/2021,14/02/2022,"Melons, פרלינה",Melons,21/02/2022,11/07/2022,"Carrots, Nantes Half Long, Full-Size",Carrots,29/09/2022,10/03/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zA,3,,"Kohlrabi, Konmar, Full-Size",Kohlrabi,20/09/2021,23/01/2022,"Melons, פרלינה",Melons,21/02/2022,11/07/2022,"Carrots, Nantes Half Long, Full-Size",Carrots,29/09/2022,10/03/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zA,4,,"Kohlrabi, Konmar, Full-Size",Kohlrabi,20/09/2021,23/01/2022,"Melons, פרלינה",Melons,21/02/2022,11/07/2022,"Carrots, Nantes Half Long, Full-Size",Carrots,29/09/2022,10/03/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zA,5,,"Fennel, Orion, Full-Size",Fennel,10/08/2021,29/03/2022,"Melons, Galia Regalia",Melons,14/04/2022,05/09/2022,"Carrots, Nantes Half Long, Full-Size",Carrots,22/11/2022,16/04/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zA,6,,"Fennel, Orion, Full-Size",Fennel,10/08/2021,29/03/2022,"Melons, Galia Regalia",Melons,14/04/2022,05/09/2022,"Carrots, Nantes Half Long, Full-Size",Carrots,22/11/2022,16/04/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zA,7,,"Broccoli, Raab & Broccolini, Cavolo Broccolo, Head",Broccoli,08/09/2021,01/03/2022,"Melons, Ananas Coquette",Melons,10/02/2022,18/08/2022,"Carrots, Nantes Half Long, Full-Size",Carrots,14/12/2022,08/05/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zA,8,,"Broccoli, Raab & Broccolini, Cavolo Broccolo, Head",Broccoli,08/09/2021,01/03/2022,"Melons, Ananas Coquette",Melons,10/02/2022,18/08/2022,"Carrots, Nantes Half Long, Full-Size",Carrots,14/12/2022,08/05/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zA,9,,"Broccoli, Raab & Broccolini, Cavolo Broccolo, Head",Broccoli,08/09/2021,01/03/2022,"Fennel, Orion, Full-Size",Fennel,19/01/2022,11/06/2022,"Jicama, Itay",Jicama,04/05/2022,23/11/2022,"Fennel, Orion, Full-Size",Fennel,29/11/2022,20/05/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zA,10,,"Cabbage, פרוקטור, Full-Size",Cabbage,09/09/2021,28/03/2022,"Jicama, Itay",Jicama,13/04/2022,19/11/2022,"Fennel, Orion, Full-Size",Fennel,29/11/2022,20/05/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zA,11,,"Cabbage, בלאדי שטוח, Full-Size",Cabbage,19/10/2021,24/03/2022,"Jicama, Itay",Jicama,13/04/2022,19/11/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zA,12,,"Cabbage, ירוק, Full-Size",Cabbage,05/09/2021,04/01/2022,"Cabbage, פרוקטור, Full-Size",Cabbage,30/12/2021,13/06/2022,"Jicama, Itay",Jicama,23/06/2022,11/12/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zA,13,,"Cabbage, ירוק, Full-Size",Cabbage,05/09/2021,04/01/2022,"Cabbage, פרוקטור, Full-Size",Cabbage,30/12/2021,13/06/2022,"Jicama, Itay",Jicama,23/06/2022,11/12/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zB,14,,"Broccoli, Heading, Partenon, Head",Broccoli,05/09/2021,25/02/2022,"Cabbage, פרוקטור, Full-Size",Cabbage,27/01/2022,23/06/2022,"Garlic, Hardneck, שני - מהגינה, Bulb",Garlic,15/09/2022,03/04/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zB,15,,"Broccoli, Heading, Partenon, Head",Broccoli,05/09/2021,25/02/2022,"Kohlrabi, קרף - נטע, Full-Size",Kohlrabi,19/01/2022,15/06/2022,"Cabbage, פרוקטור, Full-Size",Cabbage,27/01/2022,23/06/2022,"Garlic, Hardneck, שני - מהגינה, Bulb",Garlic,15/09/2022,03/04/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zB,16,,"Broccoli, Heading, Partenon, Head",Broccoli,05/09/2021,25/02/2022,"Kohlrabi, קרף - נטע, Full-Size",Kohlrabi,19/01/2022,15/06/2022,"Garlic, Hardneck, שני - מהגינה, Bulb",Garlic,15/09/2022,03/04/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zvika,Zvika,,zB,17,,"Kohlrabi, קרף - נטע, Full-Size",Kohlrabi,07/10/2021,07/04/2022,"Garlic, Hardneck, שני - מהגינה, Bulb",Garlic,15/09/2022,03/04/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
